,brand,model,year,Energy,gear_box,Trim,price
18221,VOLVO,Xc60,2018,Diesel,Automatique,D4 AdBlue AWD 190ch Inscription Luxe Geartronic,42990
18222,DS,Ds 9,2021,Hybride,Automatique,DS9 Hybride E-Tense 360 4x4 Performance Line +,60989
18223,FORD,Ecosport,2017,Essence,Manuelle,1.0 EcoBoost 125 Titanium,13290
18224,AUDI,Q2,2020,Diesel,Manuelle,30 TDI 116 BVM6 Design,28990
18225,CITROËN,C4,2021,Electrique,Automatique,e- 136 ch Automatique Shine Pack,33479
18226,TOYOTA,C-Hr,2019,Hybride,Automatique,122h Graphic 2WD E-CVT RC18,25980
18227,VOLKSWAGEN,Polo,2018,Diesel,Manuelle,1.6 TDI 95ch Confortline Business Euro6d-T,15990
18228,VOLKSWAGEN,Up,2021,Essence,Manuelle,! 1.0 115ch BlueMotion Technology GTI 5p,17490
18229,VOLKSWAGEN,Polo,2021,Essence,Manuelle,1.0 TSI 95ch Life,19900
18230,BMW,Serie 2,2020,Essence,Automatique,Active Tourer 218i 140 ch DKG7 Luxury,29890
18231,FIAT,Doblo,2022,Diesel,Manuelle,CARGO FT 1.6 MULTIJET 120 PRO LOUNGE,21588
18232,MITSUBISHI,Asx,2018,Essence,Manuelle,1.6 115 BVM5 4x2 Intense Navi Connect,16899
18233,TOYOTA,C-Hr,2020,Hybride,Automatique,122h Dynamic Business 2WD E-CVT RC18,24990
18234,TOYOTA,C-Hr,2019,Hybride,Automatique,122h Design 2WD E-CVT RC18,24890
18235,TOYOTA,Yaris,2019,Essence,Manuelle,110 VVT-i France Business 5p RC19,14890
18236,CITROËN,C5 Aircross,2021,Diesel,Manuelle,BlueHDi 130 S&S BVM6 Feel,27490
18237,SEAT,Arona,2022,Essence,Manuelle,1.0 TSI 95 ch Start/Stop BVM5 Urban,20990
18238,KIA,Picanto,2022,Essence,Manuelle,1.2 DPi 84ch ISG BVM5 GT Line,15199
18239,FORD,Kuga,2019,Essence,Manuelle,1.5 Flexifuel-E85 150 S&S 4x2 BVM6 Vignale,28900
18240,SEAT,Arona,2019,Diesel,Manuelle,1.6 TDI 95 ch Start/Stop BVM5 Xcellence,16690
18241,PEUGEOT,308,2021,Essence,Manuelle,1.2 PureTech 130ch S&S Active Pack,24990
18242,AUDI,R8,2018,Essence,Robotisée,5.2 V10 FSI 610ch Plus quattro S tronic 7,154990
18243,FORD,Puma,2020,Essence,Manuelle,1.0 EcoBoost 125ch mHEV ST-Line X 6cv,22490
18244,FORD,Fiesta,2020,Essence,Manuelle,1.1 75 CH BVM5,13880
18245,PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Style 118g,19470
18246,MINI,Mini,2019,Essence,Manuelle,COUNTRYMAN 136 CH,23990
18247,MINI,Mini,2018,Electrique,Automatique,COUNTRYMAN 136 - 88 CH ALL4 BVA6,29980
18248,TOYOTA,Aygo,2022,Essence,Manuelle,X 1.0 VVT-i 72ch Active,15990
18249,AUDI,Q2,2021,Diesel,Robotisée,30 TDI 116ch S line S tronic 7,37400
18250,FORD,Focus,2020,Essence,Manuelle,1.0 EcoBoost 125ch ST-Line 96g,22490
18251,PEUGEOT,308,2020,Essence,Automatique,1.2 PureTech 130ch S&S GT Line EAT8 7cv,22890
18252,CUPRA,Formentor,2021,Diesel,Manuelle,2.0 TDI 150ch V,34680
18253,SKODA,Kamiq,2021,Essence,Robotisée,1.0 TSI Evo 110ch Style DSG7,25880
18254,SEAT,Ibiza,2021,Essence,Robotisée,1.5 TSI 150ch FR Xclusive ACT DSG7,24890
18255,CUPRA,Formentor,2021,Diesel,Manuelle,2.0 TDI 150ch V,34990
18256,TOYOTA,C-Hr,2019,Hybride,Automatique,122h Dynamic 2WD E-CVT RC18,21900
18257,CUPRA,Formentor,2021,Diesel,Robotisée,2.0 TDI 150ch V DSG7 4Drive,39990
18258,VOLKSWAGEN,Golf,2022,Essence,Manuelle,1.5 TSI ACT OPF 130ch Style,31994
18259,ALFA ROMEO,Stelvio,2022,Diesel,Automatique,2.2 Diesel 210ch Veloce Q4 AT8 MY22,60980
18260,FIAT,500x,2019,Essence,Manuelle,1.0 FireFly Turbo T3 120ch Urban,16980
18261,BMW,X2,2019,Diesel,Automatique,sDrive18dA 150ch M Sport X Euro6d-T,30900
18262,BMW,Serie 3,2021,Essence,Automatique,Série 3 330iA 258ch M Sport,44990
18263,CITROËN,Berlingo,2018,Diesel,Manuelle,Van XL 950kg BlueHDi 100 S&S Club BVM5,18490
18264,OPEL,Corsa,2021,Essence,Manuelle,1.2 75ch Edition,14990
18265,OPEL,Corsa,2021,Essence,Manuelle,1.2 75ch Edition,14990
18266,PEUGEOT,5008,2022,Diesel,Automatique,2.0 BlueHDi 180ch S&S GT Pack EAT8,46900
18267,CITROËN,C3 Aircross,2020,Diesel,Manuelle,BlueHDi 100ch S&S Feel E6.d-TEMP,17990
18268,PEUGEOT,2008,2020,Diesel,Automatique,1.5 BlueHDi 130ch S&S GT Line EAT8 7cv,23876
18269,KIA,Sportage,2021,Diesel,Robotisée,1.6 CRDi 136ch MHEV Black Edition 4x2 DCT7,26990
18270,MERCEDES,Classe A,2020,Hybride,Robotisée,250 e 160+102ch AMG Line 8G-DCT,47890
18271,MERCEDES,Classe A,2022,Essence,Robotisée,200 163ch AMG Line 7G-DCT-Premium,41990
18272,CITROËN,C3,2019,Essence,Automatique,PureTech 110ch Shine S&S EAT6 E6.d,19987
18273,MERCEDES,Classe A,2022,Essence,Robotisée,200 163ch AMG Line 7G-DCT 9cv,41990
18274,PEUGEOT,5008,2022,Essence,Automatique,1.2 PureTech 130ch S&S GT EAT8,39690
18275,BMW,X4,2019,Diesel,Automatique,xDrive30d 265ch M Sport Euro6d-T,52990
18276,MERCEDES,Citan,2019,Diesel,Manuelle,109 CDI Long Select 11900HT,14280
18277,PEUGEOT,208,2022,Essence,Manuelle,1.2 PureTech 100ch S&S Style 118g,21190
18278,MERCEDES,Sprinter,2022,Electrique,Automatique,Fg 312 eSprinter 39 3T5 3 batteries,57480
18279,MERCEDES,Classe Glc,2022,Hybride,Automatique,GLC 300 de 194+122ch AMG Line 4Matic 9G-Tronic,80900
18280,FORD,Mondeo,2021,Diesel,Manuelle,SW 2.0 EcoBlue 150ch Titanium Business,30470
18281,FORD,Ranger,2022,Diesel,Automatique,2.0 TDCi 170ch Super Cab Limited BVA10,38990
18282,CITROËN,C3,2020,Essence,Manuelle,PureTech 82ch Feel Business S&S E6.d,14490
18283,OPEL,Corsa,2019,Essence,Manuelle,1.4 90ch Edition Start/Stop 5p,12490
18284,CITROËN,C4 Cactus,2019,Diesel,Manuelle,BlueHDi 100ch S&S Feel Business E6.d-TEMP,13500
18285,OPEL,Crossland X,2020,Diesel,Manuelle,1.5 D 102ch Edition Euro 6d-T,15990
18286,OPEL,Grandland X,2019,Essence,Manuelle,1.2 Turbo 130ch Design Line 120 ans,25990
18287,FORD,Kuga,2020,Diesel,Manuelle,1.5 EcoBlue 120ch Titanium 7cv,23500
18288,RENAULT,Clio,2019,Essence,Manuelle,1.0 TCe 100ch Business,14290
18289,OPEL,Astra,2022,Diesel,Automatique,Sports Tourer 1.5 D 122ch Elegance Business BVA,28890
18290,RENAULT,Twingo,2019,Essence,Manuelle,0.9 TCe 95ch Intens,12490
18291,RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Business -21,14990
18292,RENAULT,Twingo,2019,Essence,Manuelle,0.9 TCe 95ch Intens,12490
18293,RENAULT,Twingo,2019,Essence,Manuelle,0.9 TCe 95ch Intens,12490
18294,RENAULT,Twingo,2019,Essence,Manuelle,0.9 TCe 95ch Intens,12490
18295,RENAULT,Twingo,2019,Essence,Manuelle,0.9 TCe 95ch Intens,12490
18296,RENAULT,Twingo,2019,Essence,Manuelle,0.9 TCe 95ch Intens,12290
18297,RENAULT,Twingo,2019,Essence,Manuelle,0.9 TCe 95ch Intens,12290
18298,RENAULT,Twingo,2019,Essence,Manuelle,0.9 TCe 95ch Intens,12290
18299,RENAULT,Twingo,2019,Essence,Manuelle,0.9 TCe 95ch Intens,12490
18300,RENAULT,Captur,2021,Essence,Manuelle,1.0 TCe 100ch Business - 20,18990
18301,RENAULT,Twingo,2020,Essence,Manuelle,1.0 SCe 65ch Life - 20,8990
18302,MERCEDES,Viano,2021,Diesel,Automatique,Marco Polo 220 d 163ch 9G-Tronic E6dM,84900
18303,MERCEDES,Classe Glc,2019,Diesel,Automatique,GLC 250 d 204ch Sportline 4Matic 9G-Tronic Euro6c,46800
18304,VOLKSWAGEN,Tiguan,2019,Diesel,Robotisée,2.0 TDI 150ch Carat DSG7 Euro6d-T,29490
18305,VOLKSWAGEN,T-Cross,2020,Essence,Manuelle,1.0 TSI 95ch Lounge,19490
18306,VOLKSWAGEN,Taigo,2022,Essence,Robotisée,1.0 TSI 110ch R-Line DSG7,28990
18307,VOLKSWAGEN,Golf,2022,Diesel,Robotisée,2.0 TDI SCR 115ch Life Business DSG7,28990
18308,VOLKSWAGEN,Golf,2019,Essence,Robotisée,2.0 TSI 245ch GTI Performance DSG7 Euro6d-T 5p,27490
18309,PEUGEOT,308,2020,Essence,Automatique,1.2 PureTech 130ch E6.3 S&S Tech Edition EAT8,21900
18310,VOLVO,Xc60,2020,Diesel,Automatique,D4 AdBlue 190ch Business Executive Geartronic,46900
18311,TOYOTA,Aygo,2019,Essence,Manuelle,1.0 VVT-i 72ch x-play x-app 5p MC18,10990
18312,LEXUS,Nx,2017,Hybride,Automatique,300h 4WD Luxe,30990
18313,TOYOTA,Highlander,2022,Hybride,Automatique,Hybrid 248ch Lounge AWD-I MY22,67990
18314,VOLKSWAGEN,T-Roc,2021,Essence,Robotisée,1.5 TSI EVO 150ch R-Line DSG7,34990
18315,VOLKSWAGEN,T-Roc,2021,Essence,Robotisée,1.5 TSI EVO 150ch Carat DSG7 S&S,32990
18316,CITROËN,C5 Aircross,2019,Diesel,Manuelle,BlueHDi 130ch S&S Feel,22900
18317,VOLVO,Xc40,2020,Diesel,Automatique,D3 AdBlue 150ch Business Geartronic 8,33900
18318,VOLVO,Xc60,2020,Hybride,Automatique,T8 AWD Recharge 303 + 87ch Inscription Luxe Geartronic,52900
18319,CITROËN,C4,2018,Diesel,Automatique,Spacetourer BlueHDi 120 S&S EAT6 Shine,21259
18320,SEAT,Ateca,2022,Diesel,Automatique,2.0 TDI 150 CH START/STOP DSG7,33990
18321,VOLKSWAGEN,Caddy,2021,Diesel,Manuelle,Cargo 2.0 TDI 102ch 1st Edition,22990
18322,AUDI,Q3,2021,Diesel,Automatique,35 TDI 150 CH S TRONIC 7,44890
18323,TOYOTA,C-Hr,2019,Hybride,Automatique,122h Edition 2WD E-CVT RC18,24490
18324,AUDI,A6 Allroad,2019,Diesel,Automatique,50 TDI 286ch Avus Extended quattro tiptronic,64990
18325,AUDI,Q3,2021,Hybride,Robotisée,45 TFSI e 245ch S line S tronic 6,54990
18326,PEUGEOT,308,2020,Essence,Automatique,1.2 PureTech 130ch S&S Tech Edition EAT8 7cv,21890
18327,AUDI,A1,2019,Essence,Robotisée,Sportback 30 TFSI 116 S line S tronic 7 ACCOUDOIR CENTRAL PACK SPORT S-LINE ROUE DE SECOURS TEMPO,26989
18328,BMW,Serie 4,2022,Diesel,Automatique,Gran Coupe 420dA xDrive 190ch M Sport,66990
18329,RENAULT,Clio,2021,GPL,Manuelle,1.0 TCe 100ch Intens GPL -21,17990
18330,BMW,Serie 1,2022,Diesel,Automatique,Série 4 Gran Coupé 420d xDrive 190ch M Sport,57500
18331,BMW,X1,2019,Diesel,Manuelle,sDrive18d 150ch xLine Euro6d-T,27995
18332,AUDI,A4,2021,Essence,Automatique,Avant 40 TFSI 204 S tronic 7 Quattro S line,48990
18333,AUDI,Q5,2021,Electrique,Automatique,Sportback 50 TFSIe 299 S tronic 7 Quattro Design,81990
18334,AUDI,A5,2019,Diesel,Automatique,2.0 TDI 190 S tronic 7 Quattro S Line,40900
18335,AUDI,A3,2018,Essence,Manuelle,Sportback 35 TFSI CoD 150 TYPE PROLINE Sport,24290
18336,VOLKSWAGEN,Golf,2018,Diesel,Manuelle,1.6 TDI 115 BlueMotion Technology FAP Confortline Business,19490
