,brand,model,year,Energy,gear_box,Trim,price
36,RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Business -21,16490
37,RENAULT,Captur,2021,Essence,Manuelle,1.0 TCe 90ch Business - 21,18990
38,PEUGEOT,308,2019,Diesel,Automatique,1.5 BlueHDi 130ch S&S Active Business EAT6,16999
39,RENAULT,Megane,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Business - 20,19590
40,PEUGEOT,3008,2019,Essence,Manuelle,1.2 PureTech 130ch S&S Active,23800
41,RENAULT,Megane,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Business -21B,20190
42,CITROEN,C3 Aircross,2021,Essence,Automatique,PureTech 130ch S&S Shine EAT6,25990
43,PEUGEOT,208,2022,Essence,Manuelle,1.2 PureTech 100ch S&S GT 118g,23999
44,PEUGEOT,308,2021,Diesel,Automatique,1.5 BlueHDi 130ch S&S GT Pack EAT8,35399
45,MINI,Mini,2019,Essence,Manuelle,One 102ch Heddon Street Euro6d-T,20790
46,PEUGEOT,2008,2019,Essence,Manuelle,1.2 PureTech 82ch E6.c Active S&S,14990
47,PEUGEOT,3008,2022,Hybride,Automatique,HYBRID 225ch GT e-EAT8,44998
48,PEUGEOT,308,2021,Essence,Manuelle,1.2 PureTech 110ch S&S Active Pack,21484
49,DACIA,Duster,2017,Essence,Manuelle,1.2 TCe 125ch Lauréate Plus 2017 4X2,13990
50,PEUGEOT,2008,2019,Essence,Manuelle,1.2 PureTech 82ch E6.c Active S&S,15690
51,RENAULT,Captur,2019,Essence,Manuelle,0.9 TCe 90ch Zen - 19,15999
52,DACIA,Duster,2018,Diesel,Manuelle,1.5 Blue dCi 115ch Prestige 4x2,17490
53,PEUGEOT,308,2022,Diesel,Automatique,1.5 BlueHDi 130ch S&S Allure Pack EAT8,33889
54,PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Allure Pack,21990
55,PEUGEOT,3008,2019,Essence,Automatique,1.2 PureTech 130ch Allure S&S EAT6,27690
56,PEUGEOT,3008,2022,Diesel,Automatique,1.5 BlueHDi 130ch S&S Roadtrip EAT8,38890
57,RENAULT,Kadjar,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business 131g,19590
58,VOLKSWAGEN,Polo,2022,Essence,Manuelle,1.0 TSI 95ch Life,22490
59,PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 75ch S&S Active Business,17799
60,CITROEN,C3,2021,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Shine E6.d,15990
61,RENAULT,Twingo,2019,Essence,Manuelle,1.0 SCe 65ch Life,10490
62,PEUGEOT,208,2019,Diesel,Manuelle,1.5 BlueHDi 100ch E6.c Signature BVM5 5p,14990
63,RENAULT,Twingo,2019,Essence,Manuelle,0.9 TCe 90ch energy Intens Euro6c,11590
64,PEUGEOT,308,2018,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Allure Business,18980
65,RENAULT,Twingo,2019,Essence,Manuelle,0.9 TCe 95ch Zen - 20,11480
66,RENAULT,Captur,2018,Diesel,Automatique,1.5 dCi 90ch energy Intens EDC,14990
67,PEUGEOT,2008,2022,Essence,Automatique,1.2 PureTech 130ch S&S GT EAT8,30460
68,RENAULT,Kadjar,2019,Diesel,Manuelle,1.5 Blue dCi 115ch Intens 112g,19990
69,PEUGEOT,2008,2021,Diesel,Manuelle,1.5 BlueHDi 110ch S&S GT,28900
70,PEUGEOT,2008,2021,Diesel,Automatique,1.5 BlueHDi 130ch S&S Allure EAT8 125g,28299
71,NISSAN,Qashqai,2019,Diesel,Manuelle,1.5 dCi 115ch N-Connecta 2019 Euro6-EVAP,19479
72,PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Active Business,17490
73,DACIA,Duster,2019,Essence,Manuelle,1.3 TCe 150ch FAP Prestige 4x2,18990
74,PEUGEOT,3008,2019,Essence,Automatique,1.6 PureTech 180ch E6.c Allure S&S EAT8,29480
75,PEUGEOT,2008,2018,Essence,Manuelle,1.2 PureTech 130ch E6.c GT Line S&S,18990
76,RENAULT,Clio,2020,Essence,Manuelle,1.0 SCe 75ch Zen,14989
77,RENAULT,Clio,2019,Essence,Manuelle,0.9 TCe 75ch energy Trend 5p Euro6c,12390
78,CITROEN,C5 Aircross,2019,Diesel,Manuelle,BlueHDi 130ch S&S Feel,27900
79,DS,Ds 7 Crossback,2020,HybrideR,Automatique,E-TENSE 4x4 300ch Grand Chic,42480
80,RENAULT,Clio,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Intens 6cv,19490
81,RENAULT,Kadjar,2019,Diesel,Manuelle,1.5 Blue dCi 115ch Business,18990
82,RENAULT,Kadjar,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Intens 135g,23999
83,PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Allure 118g,20390
84,RENAULT,Captur,2018,Diesel,Manuelle,1.5 dCi 90ch energy Intens Euro6c,13990
85,RENAULT,Megane,2019,Essence,Automatique,1.3 TCe 140ch energy Intens EDC,18490
86,RENAULT,Captur,2020,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC,23980
87,RENAULT,Clio,2019,Essence,Manuelle,0.9 TCe 75ch energy Limited 5p Euro6c,14999
88,PEUGEOT,3008,2021,Hybride,Automatique,HYBRID 225ch Allure Pack e-EAT8,39490
89,PEUGEOT,208,2022,Diesel,Manuelle,1.5 BlueHDi 100ch S&S GT,24780
90,CITROEN,C3,2021,Essence,Automatique,1.2 PureTech 110ch S&S Shine EAT6,19890
91,RENAULT,Megane,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Business -21B,18480
92,PEUGEOT,208,2019,Essence,Manuelle,1.2 PureTech 82ch E6.c Signature 5p,13358
93,PEUGEOT,2008,2019,Essence,Manuelle,1.2 PureTech 82ch E6.c Active S&S,14990
94,DS,Ds 7 Crossback,2021,Diesel,Automatique,BlueHDi 130ch Grand Chic Automatique 139g,38499
95,RENAULT,Captur,2021,Hybride,Automatique,1.6 E-Tech hybride 145ch Intens -21,25780
96,RENAULT,Captur,2018,Diesel,Manuelle,1.5 dCi 90ch energy Life eco²,13990
97,MINI,Mini,2019,Essence,Automatique,Cooper S 192ch Exquisite BVA7 Euro6d-T,29900
98,VOLKSWAGEN,Polo,2021,Essence,Automatique,1.0 TSI 95ch Lounge DSG7 Euro6d-T,20890
99,MINI,Mini,2021,Essence,Automatique,Cooper S 192ch Edition Greenwich BVA7 119g,34490
100,PEUGEOT,3008,2019,Diesel,Manuelle,1.5 BlueHDi 130ch E6.c Allure S&S 111g,25490
101,PEUGEOT,3008,2022,Hybride,Automatique,HYBRID 225ch Allure Pack e-EAT8,42999
102,MINI,Mini,2019,Essence,Automatique,Cooper 136ch Heddon Street BVA7 Euro6d-T,22890
103,CITROEN,C3,2020,Essence,Manuelle,PureTech 82ch Feel Business S&S E6.d,15199
104,RENAULT,Kadjar,2020,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC - 21,21990
105,PEUGEOT,208,2020,Essence,Manuelle,1.2 PureTech 75ch S&S Active Business 118g,17499
106,PEUGEOT,3008,2018,Essence,Automatique,1.6 THP 165ch GT Line S&S EAT6,24990
107,PEUGEOT,3008,2021,Diesel,Automatique,1.5 BlueHDi 130ch S&S GT EAT8,32790
108,RENAULT,Clio,2019,Diesel,Manuelle,1.5 dCi 90ch energy Intens 5p Euro6c,15980
109,PEUGEOT,208,2021,Essence,Automatique,1.2 PureTech 100ch S&S Roadtrip EAT8,22980
110,RENAULT,Twingo,2020,Essence,Manuelle,0.9 TCe 95ch Zen - 20,12989
111,RENAULT,Megane,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Business -21B,20390
112,PEUGEOT,2008,2019,Diesel,Manuelle,1.5 BlueHDi 100ch E6.c Crossway S&S BVM5 86g,17990
113,RENAULT,Captur,2019,Essence,Manuelle,1.3 TCe 130ch FAP Intens,17999
114,RENAULT,Clio,2021,Hybride,Automatique,1.6 E-Tech 140ch Zen -21,18990
115,CITROEN,C3,2019,Diesel,Manuelle,BlueHDi 100ch Feel Business S&S E6.d-TEMP BVM5,13990
116,RENAULT,Captur,2019,Essence,Manuelle,0.9 TCe 90ch Zen - 19,16490
117,PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Active Business,17490
118,PEUGEOT,3008,2021,Essence,Manuelle,1.2 PureTech 130ch S&S GT,35880
119,NISSAN,Qashqai,2020,Diesel,Manuelle,1.5 dCi 115ch Business+ 2019,18989
120,PEUGEOT,3008,2017,Diesel,Manuelle,1.6 BlueHDi 120ch Allure S&S,20572
121,PEUGEOT,3008,2020,HybrideR,Automatique,HYBRID4 300ch GT e-EAT8 11cv,37490
122,DACIA,Duster,2020,Gpl,Manuelle,1.0 ECO-G 100ch Prestige 4x2 - E6U,20480
123,RENAULT,Clio,2021,Hybride,Automatique,1.6 E-Tech hybride 140ch Business -21N,20990
124,PEUGEOT,3008,2018,Essence,Automatique,1.2 PureTech 130ch E6.c Active Business S&S EAT8,24790
125,DS,Ds 7 Crossback,2021,HybrideR,Automatique,E-TENSE 4x4 300ch Grand Chic,51999
126,PEUGEOT,208,2021,Diesel,Manuelle,1.5 BlueHDi 100ch S&S GT,23480
127,RENAULT,Captur,2018,Diesel,Automatique,1.5 dCi 90ch energy Intens EDC Euro6c,16990
128,PEUGEOT,208,2021,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Active,15890
129,RENAULT,Captur,2021,Essence,Manuelle,1.0 TCe 90ch Intens -21,20980
130,PEUGEOT,208,2020,Electrique,Automatique,e-208 136ch Active Business,24998
131,CITROEN,C5 Aircross,2021,HybrideR,Automatique,Hybrid 225ch Feel e-EAT8,32980
132,VOLKSWAGEN,Polo,2020,Essence,Automatique,1.0 TSI 115ch Carat DSG7 Euro6d-T,22490
133,PEUGEOT,2008,2021,Diesel,Automatique,1.5 BlueHDi 130ch S&S Allure Pack EAT8 125g,31990
134,NISSAN,Qashqai,2019,Diesel,Manuelle,1.5 dCi 115ch Business Edition 2019,17480
135,RENAULT,Clio,2017,Diesel,Manuelle,1.5 dCi 90ch energy Business 82g 5p,12990
136,DACIA,Duster,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Prestige + 4x2,21990
137,CITROEN,C3,2020,Essence,Manuelle,PureTech 82ch Feel Business S&S E6.d,13690
138,CITROEN,C3,2021,Essence,Manuelle,1.2 PureTech 110ch S&S C-Series 124g,16699
139,RENAULT,Megane,2018,Diesel,Automatique,1.5 dCi 110ch energy Business EDC,16990
140,DACIA,Duster,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Prestige 4x2,19990
141,PEUGEOT,208,2020,Essence,Manuelle,1.2 PureTech 100ch S&S Allure,17990
142,DACIA,Duster,2019,Diesel,Manuelle,1.5 Blue dCi 115ch Prestige 4x2,17990
143,RENAULT,Megane,2019,Diesel,Manuelle,1.5 Blue dCi 115ch Business,16450
144,RENAULT,Captur,2021,Essence,Manuelle,1.0 TCe 90ch Zen -21,18490
145,RENAULT,Clio,2020,Essence,Manuelle,1.0 TCe 100ch Zen - 20,15990
146,RENAULT,Clio,2021,Essence,Manuelle,1.0 SCe 65ch Business -21,14784
147,RENAULT,Megane,2018,Diesel,Automatique,1.5 dCi 110ch energy Intens EDC,18990
148,PEUGEOT,308,2021,Diesel,Automatique,1.5 BlueHDi 130ch S&S Active Pack EAT8,28990
149,RENAULT,Megane,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Business,17999
150,RENAULT,Kadjar,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Limited - 21,22990
151,RENAULT,Clio,2018,Diesel,Manuelle,1.5 dCi 90ch energy Intens 5p,12490
152,CITROEN,C5 Aircross,2019,Diesel,Automatique,BlueHDi 130ch S&S Feel EAT8,25490
153,RENAULT,Megane,2019,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC,17999
154,PEUGEOT,3008,2019,Essence,Automatique,1.6 THP 165ch GT Line S&S EAT6,28900
155,CITROEN,C3,2021,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Feel E6.d,13790
156,PEUGEOT,3008,2021,Essence,Automatique,1.2 PureTech 130ch S&S Allure Pack EAT8,36519
157,PEUGEOT,3008,2022,Hybride,Automatique,HYBRID 225ch GT e-EAT8,44890
158,RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Zen -21,15990
159,CITROEN,C3,2019,Diesel,Manuelle,BlueHDi 100ch Shine S&S E6.d-TEMP BVM5,12990
160,DS,Ds 7 Crossback,2020,Essence,Automatique,PureTech 225ch Grand Chic Automatique 13cv,39990
161,PEUGEOT,2008,2014,Diesel,Manuelle,1.6 e-HDi115 FAP Allure,11799
162,PEUGEOT,308,2017,Diesel,Automatique,1.6 BlueHDi 120ch S&S GT Line EAT6,18980
163,RENAULT,Clio,2019,Diesel,Manuelle,1.5 Blue dCi 85ch Business,14390
164,PEUGEOT,2008,2021,Diesel,Automatique,1.5 BlueHDi 130ch S&S Allure Pack EAT8,28990
165,PEUGEOT,3008,2019,Essence,Automatique,1.6 PureTech 180ch E6.c Allure S&S EAT8,28990
166,CITROEN,C3,2019,Essence,Manuelle,PureTech 82ch Shine S&S E6.d,13490
167,CITROEN,C3,2019,Diesel,Manuelle,BlueHDi 100ch Feel Business S&S E6.d-TEMP BVM5,11480
168,PEUGEOT,3008,2021,Hybride,Automatique,HYBRID4 300ch GT e-EAT8,48993
169,NISSAN,Qashqai,2020,Essence,Manuelle,1.3 DIG-T 140ch Tekna 2021,24490
170,RENAULT,Clio,2018,Diesel,Manuelle,1.5 dCi 90ch energy Intens 5p,14290
171,CITROEN,C3,2021,Essence,Manuelle,1.2 PureTech 83ch S&S Shine,17599
172,PEUGEOT,208,2022,Essence,Manuelle,1.2 PureTech 100ch S&S Allure 118g,22690
173,DS,Ds 7 Crossback,2021,Diesel,Automatique,BlueHDi 130ch Rivoli Automatique,43299
174,OPEL,Corsa,2020,Diesel,Manuelle,1.5 D 100ch Elegance,16999
175,PEUGEOT,208,2019,Diesel,Manuelle,1.5 BlueHDi 100ch E6.c Active BVM5 86g 5p,13490
176,PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Allure 118g,19490
177,RENAULT,Captur,2021,Essence,Manuelle,1.0 TCe 90ch Intens - 21,20690
178,PEUGEOT,3008,2021,Hybride,Automatique,HYBRID4 300ch GT e-EAT8,47990
179,CITROEN,C3,2020,Essence,Manuelle,1.2 PureTech 83ch S&S Shine 130g,16980
180,RENAULT,Clio,2019,Diesel,Manuelle,1.5 dCi 90ch energy Air MédiaNav E6C,10190
181,RENAULT,Clio,2019,Diesel,Manuelle,1.5 dCi 90ch energy Business 5p Euro6c,15890
182,CITROEN,C3,2019,Diesel,Manuelle,1.6 BlueHDi 100ch S&S Feel Nav E6.d-TEMP,9980
183,PEUGEOT,2008,2019,Essence,Manuelle,1.2 PureTech 130ch E6.c Allure S&S,17990
184,RENAULT,Kadjar,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business 131g,21490
185,PEUGEOT,3008,2019,Essence,Manuelle,1.2 PureTech 130ch S&S Active,23990
186,RENAULT,Captur,2019,Diesel,Manuelle,1.5 dCi 90ch energy Business Euro6c,15990
187,RENAULT,Clio,2017,Diesel,Manuelle,1.5 dCi 90ch energy Business 82g 5p,12190
188,PEUGEOT,208,2018,Essence,Manuelle,1.2 PureTech 82ch E6.c Signature 5p,14399
189,PEUGEOT,3008,2019,Diesel,Automatique,1.5 BlueHDi 130ch E6.c Active Business S&S EAT8,26990
190,PEUGEOT,3008,2019,Diesel,Manuelle,1.5 BlueHDi 130ch E6.c Allure Business S&S 7cv,24990
191,RENAULT,Captur,2015,Diesel,Manuelle,1.5 dCi 110ch Stop&Start energy Intens eco²,11690
192,RENAULT,Clio,2020,Diesel,Manuelle,1.5 Blue dCi 85ch Business,17490
193,RENAULT,Clio,2020,Diesel,Manuelle,1.5 Blue dCi 85ch Business,16490
194,PEUGEOT,3008,2018,Diesel,Automatique,1.5 BlueHDi 130ch E6.c Allure Business S&S EAT8,25490
195,CITROEN,C3,2019,Diesel,Manuelle,BlueHDi 100ch Feel Business S&S E6.d-TEMP BVM5,14599
196,RENAULT,Twingo,2020,Essence,Manuelle,0.9 TCe 95ch Zen - 20,12490
197,PEUGEOT,208,2020,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Allure,19490
198,DS,Ds 7 Crossback,2021,Essence,Automatique,PureTech 180ch Rivoli Automatique,47890
199,DS,Ds 7 Crossback,2021,Diesel,Automatique,BlueHDi 130ch Performance Line Automatique,38436
200,RENAULT,Kadjar,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Intens - 21,25490
201,RENAULT,Captur,2021,Essence,Manuelle,1.0 TCe 90ch Intens -21,20980
202,PEUGEOT,308,2020,Diesel,Automatique,1.5 BlueHDi 130ch S&S GT Line EAT8 7cv,25993
203,PEUGEOT,308,2020,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Active Business 7cv,16499
204,RENAULT,Twingo,2021,Essence,Manuelle,1.0 SCe 65ch Zen,12900
205,CITROEN,C3,2020,Essence,Manuelle,1.2 PureTech 110ch S&S Shine,17490
206,RENAULT,Clio,2020,Essence,Manuelle,1.0 TCe 100ch Business - 20,15999
207,DACIA,Duster,2021,Diesel,Manuelle,PICK-UP 4X4 DCI 115CV CONFORT,26847
208,CITROEN,C3 Aircross,2018,Essence,Manuelle,PureTech 82ch Live,13990
209,RENAULT,Twingo,2019,Essence,Manuelle,0.9 TCe 95ch Zen - 20,10980
210,PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Active Business,18490
211,DACIA,Duster,2019,Diesel,Manuelle,1.5 Blue dCi 115ch Prestige 4x2,16490
212,CITROEN,C5 Aircross,2020,Essence,Manuelle,PureTech 130ch S&S Feel,26900
213,VOLKSWAGEN,Polo,2019,Essence,Manuelle,1.0 TSI 95ch Confortline Business Euro6d-T,17490
214,RENAULT,Clio,2020,Diesel,Manuelle,1.5 Blue dCi 85ch Business,16790
215,PEUGEOT,3008,2018,Essence,Manuelle,1.2 PureTech 130ch E6.c Allure S&S,23799
216,RENAULT,Clio,2020,Diesel,Manuelle,1.5 Blue dCi 85ch Business,15490
217,RENAULT,Captur,2019,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC,22999
218,PEUGEOT,2008,2020,Diesel,Manuelle,1.5 BlueHDi 100ch S&S GT Line,27499
219,PEUGEOT,2008,2021,Essence,Automatique,1.2 PureTech 130ch S&S Allure Pack EAT8,28479
220,MINI,Mini,2020,Electrique,Automatique,Cooper SE 184ch Edition Greenwich BVA,31900
221,RENAULT,Megane,2021,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC - 20,22500
222,PEUGEOT,308,2021,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Allure,24990
223,PEUGEOT,208,2019,Essence,Manuelle,1.2 PureTech 100ch S&S GT Line,18990
224,PEUGEOT,2008,2021,Diesel,Automatique,1.5 BlueHDi 130ch S&S Allure EAT8,28499
225,RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Intens -21,19700
226,CITROEN,C3,2018,Diesel,Manuelle,BlueHDi 75ch Feel Business S&S,12590
227,PEUGEOT,308,2020,Essence,Manuelle,1.2 PureTech 130ch E6.3 S&S GT Line,24590
228,RENAULT,Clio,2020,Diesel,Manuelle,1.5 Blue dCi 85ch Business,15990
229,PEUGEOT,3008,2019,Diesel,Automatique,1.5 BlueHDi 130ch E6.c Active Business S&S EAT8,24900
230,PEUGEOT,308,2019,Diesel,Automatique,1.5 BlueHDi 130ch S&S GT Line EAT8,19062
231,RENAULT,Clio,2020,Diesel,Manuelle,1.5 Blue dCi 85ch Business,15900
232,PEUGEOT,3008,2019,Essence,Manuelle,1.2 PureTech 130ch E6.c Active S&S,24290
233,MINI,Mini,2019,Essence,Manuelle,Cooper 136ch Heddon Street Euro6d-T,21500
234,PEUGEOT,208,2021,Electrique,Automatique,e-208 136ch Style,28890
235,NISSAN,Qashqai,2018,Diesel,Manuelle,1.6 dCi 130ch N-Connecta 116g,20990
236,CITROEN,C3,2014,Diesel,Manuelle,1.4 HDi70 Confort,7490
237,RENAULT,Twingo,2021,Essence,Manuelle,1.0 SCe 65ch Zen E6D-Full,12490
238,CITROEN,C3,2022,Essence,Manuelle,1.2 PureTech 83ch S&S Shine,17980
239,PEUGEOT,2008,2020,Essence,Manuelle,1.2 PureTech 100ch S&S Allure 5cv,19690
240,PEUGEOT,3008,2018,Diesel,Automatique,2.0 BlueHDi 180ch S&S Allure Business EAT8,29199
241,RENAULT,Twingo,2021,Essence,Manuelle,1.0 SCe 65ch Zen - 21,11990
242,PEUGEOT,2008,2022,Diesel,Manuelle,1.5 BlueHDi 110ch S&S Roadtrip,28876
243,CITROEN,C3,2021,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Feel E6.d,13490
244,RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Business -21,15490
245,RENAULT,Captur,2020,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC,23490
246,CITROEN,C3,2021,Essence,Automatique,1.2 PureTech 110ch S&S Shine EAT6,19980
247,RENAULT,Kadjar,2020,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC - 21,24990
248,RENAULT,Megane,2020,Diesel,Automatique,1.5 Blue dCi 115ch Business EDC,18980
249,PEUGEOT,208,2021,Diesel,Manuelle,1.5 BlueHDi 100ch S&S GT,24990
250,RENAULT,Captur,2018,Essence,Automatique,1.3 TCe 150ch energy S-Edition EDC,18990
251,RENAULT,Megane,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business,18990
252,PEUGEOT,3008,2019,Diesel,Manuelle,1.5 BlueHDi 130ch E6.c Active Business S&S,25390
253,PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Allure 118g,22499
254,RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Intens -21,20490
255,CITROEN,C3,2018,Diesel,Manuelle,BlueHDi 75ch Feel S&S,12690
256,PEUGEOT,308,2020,Diesel,Automatique,1.5 BlueHDi 130ch S&S Tech Edition EAT8 7cv,24098
257,PEUGEOT,2008,2022,Diesel,Automatique,1.5 BlueHDi 130ch S&S Roadtrip EAT8 125g,31427
258,RENAULT,Kadjar,2019,Diesel,Manuelle,1.5 Blue dCi 115ch Business,21990
259,PEUGEOT,2008,2019,Essence,Automatique,1.2 PureTech 130ch E6.c Allure S&S EAT6 6cv,19490
260,VOLKSWAGEN,Polo,2019,Essence,Manuelle,1.0 TSI 95ch IQ.Drive Euro6d-T,17999
261,RENAULT,Megane,2020,Diesel,Manuelle,1.5 Blue dCi 95ch Business,16980
262,PEUGEOT,2008,2021,Essence,Automatique,1.2 PureTech 130ch S&S Allure Pack EAT8,28999
263,CITROEN,C3,2018,Essence,Manuelle,PureTech 82ch Graphic S&S E6.d-TEMP,13480
264,DS,Ds 7 Crossback,2020,Diesel,Automatique,BlueHDi 180ch Performance Line + Automatique,38989
265,PEUGEOT,208,2021,Essence,Automatique,1.2 PureTech 130ch S&S Allure Business EAT8,24480
266,RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Intens -21N,18980
267,PEUGEOT,3008,2021,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Allure Pack,34780
268,NISSAN,Qashqai,2022,Essence,Manuelle,1.3 DIG-T 140ch Business Edition 2019 Euro6-EVAP,31990
269,PEUGEOT,208,2019,Essence,Manuelle,1.2 PureTech 82ch S&S BVM5 Signature 5p,13990
270,PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Active Business,17490
271,PEUGEOT,308,2019,Diesel,Manuelle,1.5 BlueHDi 100ch E6.c S&S Allure,18490
272,DACIA,Duster,2019,Diesel,Manuelle,1.5 Blue dCi 115ch Prestige 4x2,18990
273,RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Intens -21N,18990
274,PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Allure Pack 118g,22499
275,PEUGEOT,2008,2019,Essence,Automatique,1.2 PureTech 110ch E6.c GT Line S&S EAT6,18980
276,PEUGEOT,308,2020,Diesel,Automatique,1.5 BlueHDi 130ch S&S GT Line EAT8 7cv,27883
277,RENAULT,Kadjar,2020,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC,23490
278,RENAULT,Captur,2021,Gpl,Manuelle,1.0 TCe 100ch Zen GPL - 21,20990
279,RENAULT,Captur,2019,Essence,Manuelle,1.3 TCe 130ch FAP Intens,15990
280,RENAULT,Clio,2021,Diesel,Manuelle,1.5 Blue dCi 85ch Intens,19990
281,PEUGEOT,2008,2021,Essence,Manuelle,1.2 PureTech 130ch S&S Allure Pack,25380
282,DS,Ds 7 Crossback,2022,Diesel,Automatique,BlueHDi 130ch Rivoli Automatique,47799
283,RENAULT,Kadjar,2019,Essence,Manuelle,1.3 TCe 140ch FAP Wave,19490
284,VOLKSWAGEN,Polo,2022,Essence,Manuelle,1.0 TSI 95ch Life,22999
285,DACIA,Duster,2022,Essence,Manuelle,1.3 TCe 130ch FAP Confort 4x2,21990
286,RENAULT,Megane,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Intens -21N,23480
287,PEUGEOT,208,2021,Essence,Automatique,1.2 PureTech 100ch S&S Allure Pack EAT8,22990
288,RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Business -21N,17980
289,PEUGEOT,2008,2017,Essence,Automatique,1.2 PureTech 110ch Allure S&S EAT6,17780
290,RENAULT,Clio,2019,Diesel,Manuelle,1.5 Blue dCi 85ch Zen,13450
291,PEUGEOT,2008,2020,Essence,Manuelle,1.2 PureTech 100ch S&S Active Business 5cv,20999
292,RENAULT,Captur,2021,Essence,Manuelle,1.0 TCe 90ch Intens -21,22490
293,RENAULT,Twingo,2021,Essence,Manuelle,1.0 SCe 65ch Zen E6D-Full,13490
294,RENAULT,Twingo,2021,Essence,Manuelle,1.0 SCe 65ch Zen - 21,11290
295,CITROEN,C3,2019,Essence,Manuelle,PureTech 82ch Origins S&S E6.d,13490
296,RENAULT,Kadjar,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business,22290
297,RENAULT,Clio,2019,Diesel,Manuelle,1.5 Blue dCi 85ch Business,13500
298,DS,Ds 7 Crossback,2020,HybrideR,Automatique,E-TENSE 4x4 300ch Grand Chic,61899
299,PEUGEOT,208,2020,Essence,Manuelle,1.2 PureTech 100ch S&S GT Line,21990
300,RENAULT,Twingo,2020,Essence,Manuelle,0.9 TCe 95ch Zen,11490
301,PEUGEOT,208,2021,Essence,Automatique,1.2 PureTech 130ch S&S Allure Pack EAT8,23680
302,CITROEN,C3 Aircross,2018,Diesel,Manuelle,BlueHDi 100ch Feel,13990
303,PEUGEOT,308,2020,Diesel,Automatique,1.5 BlueHDi 130ch S&S Allure EAT8 7cv,24390
304,DACIA,Duster,2019,Diesel,Manuelle,1.5 Blue dCi 115ch Prestige 4x4,19900
305,PEUGEOT,208,2019,Essence,Manuelle,1.2 PureTech 82ch E6.c Active 5p,13790
306,RENAULT,Kadjar,2018,Essence,Manuelle,1.2 TCe 130ch energy Life,15990
307,RENAULT,Megane,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Business -21B,18980
308,PEUGEOT,3008,2022,Hybride,Automatique,HYBRID 225ch Allure Pack e-EAT8,39890
309,NISSAN,Qashqai,2019,Diesel,Manuelle,1.7 dCi 150ch N-Connecta Euro6d-T,22490
310,RENAULT,Kadjar,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Intens 135g EDC,24500
311,PEUGEOT,208,2018,Essence,Manuelle,1.2 PureTech 68ch E6.c Like 5p,11683
