brand,model,year,energy,gear_box,trim,price
SEAT,Leon,2021,Essence,Manuelle,1.0 TSI 110ch Style,20 490 €
VOLKSWAGEN,T-Roc,2021,Essence,Automatique,1.5 TSI 150 CH DSG STYLE,30 490 €
VOLKSWAGEN,T-Cross,2021,Essence,Automatique,1.0 TSI 110 Start/Stop DSG7,24 990 €
VOLKSWAGEN,Tiguan,2019,Diesel,Automatique,2.0 TDI 150 DSG7 Carat Exclusive,33 899 €
FORD,Explorer,2020,Hybride,Automatique,3.0 EcoBoost 457ch Parallel PHEV ST-Line i-AWD BVA10 25cv,70 990 €
VOLKSWAGEN,T-Cross,2021,Essence,Manuelle,1.0 TSI 95 Start/Stop BVM5 Lounge Business,20 990 €
OPEL,Grandland X,2018,Diesel,Manuelle,1.5 D 130ch Ultimate,20 990 €
VOLKSWAGEN,Tiguan,2017,Diesel,Robotisée,2.0 TDI 150ch Carat Exclusive DSG7,29 480 €
CITROËN,C3,2021,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Feel E6.d,12 999 €
VOLKSWAGEN,T-Roc,2021,Essence,Automatique,1.5 TSI 150 CH DSG STYLE,30 490 €
VOLKSWAGEN,T-Roc,2021,Essence,Automatique,1.5 TSI 150 CH DSG STYLE,30 490 €
SKODA,Octavia,2021,Diesel,Automatique,Combi 2.0 TDI 200 ch DSG7 4x4 Scout,41 990 €
AUDI,Q3,2020,Diesel,Automatique,Sportback 35 TDI 150 ch S tronic 7 S line,49 990 €
AUDI,Q7,2021,Electrique,Automatique,55 TFSI e 380 Tiptronic 8 Quattro S line,85 990 €
PEUGEOT,3008,2019,Diesel,Manuelle,BlueHDi 130ch S&S BVM6 GT Line,27 999 €
CITROËN,C3,2019,Essence,Manuelle,PureTech 68 Feel Business,11 980 €
VOLKSWAGEN,T-Roc,2021,Essence,Manuelle,1.0 TSI 110ch Active,25 490 €
VOLKSWAGEN,T-Cross,2021,Essence,Manuelle,1.0 TSI 95ch Active,19 990 €
MAZDA,Mazda3,2021,Essence,Automatique,5 portes 2.0L e-SKYACTIV-G M Hybrid 122 ch BVA6 Style,25 490 €
VOLKSWAGEN,Polo,2019,Diesel,Manuelle,1.6 TDI 80 S&S BVM5 Confortline Business,17 990 €
CITROËN,C4 Cactus,2020,Diesel,Automatique,BlueHDi 120ch S&S C-Series EAT6 E6.d-TEMP,17 400 €
VOLKSWAGEN,Touran,2021,Essence,Robotisée,1.5 TSI EVO 150ch Active DSG7 7 places Euro6ap,34 390 €
FIAT,Scudo,2022,Diesel,Manuelle,FOURGON 2.0 MULTIJET 145 STANDARD PRO LOUNGE,32 280 €
AUDI,Q3,2019,Diesel,Robotisée,35 TDI 150ch Design S tronic 7,34 490 €
BMW,Serie 1,2021,Diesel,Automatique,118dA 150ch M Sport 8cv,46 190 €
PEUGEOT,3008,2021,Essence,Automatique,Puretech 130ch S&S EAT8 Allure,30 499 €
FORD,Fiesta,2020,Diesel,Manuelle,1.5 TDCi 85ch Cool & Connect 5p,13 490 €
CITROËN,C4 Cactus,2019,Essence,Manuelle,PureTech 110ch S&S Feel E6.d-TEMP,15 490 €
BMW,X1,2019,Diesel,Automatique,sDrive18dA 150ch Business Design Euro6d-T,26 800 €
TOYOTA,Corolla,2021,Hybride,Automatique,122h Design MY20,25 500 €
TOYOTA,Proace,2022,Diesel,Manuelle,Medium 1.5 D-4D 120 Business RC21,30 980 €
MERCEDES,Classe Glc,2019,Diesel,Automatique,GLC 220 d 170ch Sportline 4Matic 9G-Tronic Euro6c,42 200 €
TOYOTA,Proace,2022,Diesel,Manuelle,Medium 1.5 D-4D 120 Dynamic RC21,32 490 €
PEUGEOT,308,2020,Diesel,Automatique,1.5 BlueHDi 130ch S&S Tech Edition EAT8 7cv,22 897 €
CITROËN,C4,2020,Essence,Automatique,PureTech 130ch S&S Shine Pack EAT8,27 990 €
RENAULT,Clio,2019,Diesel,Manuelle,Estate 1.5 dCi 90ch energy Business Euro6c,13 999 €
OPEL,Mokka,2022,Essence,Manuelle,1.2 Turbo 100ch Edition,21 390 €
DS,Ds 7,2020,Hybride,Automatique,Crossback E-TENSE 4x4 300ch So Chic,44 900 €
JEEP,Compass,2022,Electrique,Automatique,1.3 PHEV T4 240 CH 4XE EAWD,48 900 €
PEUGEOT,308,2019,Diesel,Manuelle,BlueHDi 100ch S&S BVM6 Style,18 980 €
MERCEDES,Classe A,2020,Diesel,Automatique,200 d 8G-DCT AMG Line,37 290 €
MERCEDES,Cla,2022,Diesel,Automatique,Shooting Brake 200 d 8G-DCT Progressive Line,40 900 €
MERCEDES,Classe C,2021,Essence,Automatique,Break 200 9G-Tronic 4Matic All-Terrain,64 900 €
MERCEDES,Classe A,2020,Diesel,Automatique,180 d 7G-DCT Style Line,27 990 €
MERCEDES,Classe V,2018,Diesel,Automatique,Compact 220 d 7G-TRONIC PLUS,54 990 €
MERCEDES,Classe A,2020,Diesel,Automatique,180 d 7G-DCT Style Line,27 905 €
MERCEDES,Classe C,2021,Diesel,Automatique,180 d 9G-Tronic Avantgarde Line,33 490 €
MERCEDES,Classe A,2020,Essence,Automatique,180 7G-DCT AMG Line,33 490 €
MERCEDES,Classe C,2021,Diesel,Automatique,180 d 9G-Tronic AMG Line,33 990 €
MERCEDES,Eqs,2022,Electrique,Automatique,450+ AMG Line,126 900 €
MERCEDES,Classe Glc,2018,Diesel,Automatique,220 d 9G-Tronic 4Matic Executive,38 490 €
MERCEDES,Classe E,2021,Diesel,Automatique,Coupé 220 d 9G-Tronic AMG Line,71 990 €
OPEL,Crossland X,2021,Essence,Manuelle,Crossland 1.2 Turbo 110ch Elegance,19 990 €
PEUGEOT,308,2022,Diesel,Automatique,1.5 BlueHDi 130ch S&S GT Pack EAT8,34 990 €
CITROËN,C3 Aircross,2020,Diesel,Manuelle,BlueHDi 100ch S&S Shine E6.d 123g,16 990 €
MERCEDES,Classe A,2021,Diesel,Robotisée,180d 116ch Progressive Line 8G-DCT,30 890 €
MERCEDES,Classe A,2022,Diesel,Robotisée,200 d 150ch Progressive Line 8G-DCT,38 400 €
MERCEDES,Classe A,2021,Diesel,Robotisée,180d 116ch Progressive Line 8G-DCT,31 590 €
MERCEDES,Classe C,2021,Hybride,Automatique,Break 300 de 194+122ch AMG Line 9G-Tronic,43 800 €
PEUGEOT,3008,2022,Hybride,Automatique,HYBRID 225ch Allure Pack e-EAT8,42 390 €
PEUGEOT,208,2022,Diesel,Manuelle,BlueHDi 100 S&S BVM6 GT,25 470 €
CITROËN,C3,2021,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Feel Pack,16 990 €
VOLKSWAGEN,T-Cross,2021,Essence,Automatique,1.0 TSI 110 Start/Stop DSG7,24 990 €
OPEL,Crossland X,2021,Diesel,Automatique,Crossland 1.5 D 120ch Ultimate BVA,24 990 €
CITROËN,C5 Aircross,2021,Diesel,Automatique,BlueHDi 130ch S&S Feel EAT8 E6.d,27 486 €
OPEL,Adam,2018,Essence,Manuelle,1.4 Twinport 87ch Unlimited Start/Stop,11 990 €
MERCEDES,Classe A,2020,Hybride,Robotisée,250 e 160+102ch Business Line 8G-DCT 8cv,34 990 €
PEUGEOT,308,2020,Essence,Manuelle,1.2 PureTech 130ch S/S Active Business Camera GPS,20 000 €
ABARTH,500,2020,Essence,Manuelle,1.4 Turbo T-Jet 145ch 595 E6D full Touvrant pano GPS Radar AR JA 17,20 999 €
NISSAN,Qashqai,2022,Essence,Automatique,1.3 Mild Hybrid 158ch Tekna Xtronic,36 990 €
FORD,Ranger,2019,Diesel,Manuelle,2.0 TDCi 170ch Super Cab XLT,29 990 €
CITROËN,C1,2019,Essence,Manuelle,VTi 72 Feel 5p,8 990 €
PEUGEOT,Expert,2022,Diesel,Manuelle,Fg Standard 1.5 BlueHDi 120ch S&S Asphalt,29 700 €
OPEL,Grandland X,2022,Essence,Automatique,Grandland 1.2 Turbo 130ch GS Line BVA8,37 172 €
OPEL,Mokka,2022,Essence,Manuelle,1.2 Turbo 100ch Elegance,25 000 €
SEAT,Tarraco,2021,Diesel,Robotisée,2.0 TDI 150ch FR DSG7 7 places,39 990 €
MERCEDES,Classe B,2021,Hybride,Robotisée,250 e 160+102ch Business Line Edition 8G-DCT,37 400 €
JAGUAR,E-Pace,2018,Diesel,Automatique,2.0D 150ch S AWD BVA9,29 990 €
CITROËN,C4 Cactus,2019,Essence,Automatique,PureTech 110ch S&S Shine EAT6 E6.d-TEMP,17 990 €
CITROËN,C5 Aircross,2020,Diesel,Automatique,BlueHDi 180 S&S EAT8 Shine,28 890 €
PEUGEOT,308,2022,Hybride,Automatique,SW PHEV 180ch Allure Pack e-EAT8,39 999 €
FIAT,500x,2019,Essence,Robotisée,1.3 FireFly Turbo T4 150ch Cross DCT,20 499 €
VOLKSWAGEN,T-Cross,2022,Essence,Robotisée,1.0 TSI 110ch R-Line DSG7,28 890 €
SKODA,Kamiq,2021,Essence,Manuelle,1.0 TSI 95 ch BVM5 Ambition,21 490 €
RENAULT,Kadjar,2019,Diesel,Manuelle,1.7 Blue dCi 150ch Intens 4x4,24 290 €
PEUGEOT,2008,2021,Diesel,Automatique,BlueHDi 130 S&S EAT8 Allure Pack,29 990 €
PEUGEOT,5008,2021,Diesel,Automatique,BlueHDi 130ch S&S EAT8 Allure,36 690 €
PEUGEOT,3008,2021,Electrique,Automatique,Hybrid4 300 e-EAT8 GT,48 290 €
PEUGEOT,3008,2021,Electrique,Automatique,Hybrid 225 e-EAT8 Allure Pack,42 890 €
PEUGEOT,208,2020,Essence,Manuelle,PureTech 75 S&S BVM5 Active,16 980 €
PEUGEOT,3008,2019,Essence,Manuelle,1.2 Puretech 130ch S&S BVM6 GT Line,27 490 €
PEUGEOT,5008,2021,Diesel,Automatique,BlueHDi 180ch S&S EAT8 GT Line,41 490 €
NISSAN,Qashqai,2022,Essence,Automatique,Mild Hybrid 158 ch Xtronic Acenta,32 985 €
PEUGEOT,208,2022,Essence,Manuelle,PureTech 100 S&S BVM6 Style,20 990 €
PEUGEOT,308,2022,Electrique,Automatique,PHEV 225 e-EAT8 GT Pack,45 590 €
PEUGEOT,3008,2021,Diesel,Automatique,BlueHDi 130ch S&S EAT8 Allure Pack,32 990 €
MINI,Countryman,2020,Diesel,Manuelle,One D 116ch Longstone 109g,28 400 €
OPEL,Crossland X,2020,Essence,Manuelle,1.2 Turbo 130ch Opel 2020 Euro 6d-T,19 390 €
JEEP,Compass,2022,Hybride,Automatique,1.3 PHEV T4 190ch Longitude 4xe AT6 eAWD,37 900 €
VOLVO,Xc60,2018,Diesel,Automatique,D4 AdBlue AWD 190ch Inscription Luxe Geartronic,38 900 €
VOLVO,S90,2018,Diesel,Automatique,D4 190ch Business Geartronic,32 900 €
HYUNDAI,Ioniq,2021,Hybride,Robotisée,Hybrid 141ch Executive,32 990 €
MERCEDES,Classe A,2021,Diesel,Automatique,200 d 8G-DCT AMG Line,36 990 €
VOLVO,Xc40,2019,Diesel,Automatique,D3 AdBlue 150ch Inscription Luxe Geartronic 8,34 900 €
RENAULT,Master,2019,Diesel,Manuelle,FGN TRAC F3300 L2H2 DCI 135 GRAND CONFORT,24 980 €
MERCEDES,Classe A,2020,Diesel,Automatique,200 d 8G-DCT AMG Line,35 490 €
TOYOTA,Yaris,2022,Electrique,Automatique,Cross Hybride 116h AWD-i Dynamic Business + Programme Beyond Zero Academy,28 390 €
AUDI,A6,2021,Diesel,Automatique,35 TDI 163 ch S tronic 7 S line,46 980 €
VOLKSWAGEN,T-Roc,2021,Essence,Manuelle,1.0 TSI 110ch Active,24 490 €
AUDI,A1,2021,Essence,Robotisée,Sportback 30 TFSI 110ch S line S tronic 7,27 990 €
CITROËN,C3,2021,Diesel,Manuelle,BlueHDi 100 S&S BVM6 Shine Pack,17 999 €
DS,Ds 7,2019,Diesel,Automatique,DS7 Crossback BlueHDi 180 EAT8 Grand Chic,35 690 €
BMW,Serie 3,2022,Hybride,Automatique,320eA 204ch M Sport,51 000 €
OPEL,Crossland X,2021,Diesel,Manuelle,Crossland 1.5 D 110ch Elegance,19 990 €
OPEL,Mokka,2021,Essence,Manuelle,1.2 Turbo 100ch Elegance Business,24 890 €
OPEL,Corsa,2021,Essence,Manuelle,1.2 75ch Edition,14 150 €
CITROËN,C3,2020,Essence,Manuelle,PureTech 82ch Shine S&S E6.d,15 900 €
CITROËN,C3,2020,Essence,Manuelle,PureTech 82ch Shine S&S E6.d,15 900 €
FORD,Fiesta,2020,Essence,Manuelle,1.1 75ch Cool & Connect 5p,13 990 €
NISSAN,Nv300,2018,Diesel,Manuelle,Fg L1H1 2t8 1.6 dCi 125ch Cabine Approfondie S/S Optima,29 990 €
TOYOTA,Yaris,2021,Essence,Manuelle,70 VVT-i France Business 5p,16 900 €
MERCEDES,Classe Glc,2022,Hybride,Automatique,GLC 300 de 194+122ch AMG Line 4Matic 9G-Tronic,78 890 €
MERCEDES,Classe A,2021,Diesel,Robotisée,180d 116ch Progressive Line 8G-DCT,30 990 €
TOYOTA,Yaris,2021,Essence,Manuelle,70 VVT-i France Business 5p,16 900 €
PEUGEOT,5008,2017,Diesel,Manuelle,2.0 BlueHDi 150ch GT Line - Hayon électrique - FOCAL - Attelage,25 990 €
MERCEDES,Eqc,2020,Electrique,Automatique,400 408ch AMG Line 4Matic-TOE,65 990 €
OPEL,Corsa,2019,Diesel,Manuelle,1.5 D 100ch Edition,14 990 €
VOLKSWAGEN,Tiguan,2020,Diesel,Robotisée,2.0 TDI 150ch Match DSG7 Euro6d-T,33 990 €
FORD,Fiesta,2021,Essence,Manuelle,1.1 75ch Titanium 5p,15 490 €
PEUGEOT,508,2021,Hybride,Automatique,SW HYBRID 225ch GT e-EAT8,44 970 €
VOLVO,V90,2020,Electrique,Automatique,T8 AWD Recharge 303 + 87 ch Geartronic 8 Momentum,53 900 €
AUDI,A3,2021,Electrique,Automatique,Sportback 40 TFSIe 204 S tronic 6 S Line,42 490 €
AUDI,A3,2021,Essence,Robotisée,Berline 35 TFSI Mild Hybrid 150 S tronic 7 S Line,37 890 €
MINI,Mini,2021,Essence,Automatique,Cooper 136 ch BVA7 MINI Yours,27 900 €
PEUGEOT,208,2019,Essence,Manuelle,PureTech 82ch S&S BVM5 Signature,13 499 €
VOLKSWAGEN,Polo,2021,Essence,Manuelle,1.0 TSI 110ch R-Line Euro6d-T,22 990 €
FORD,Focus,2020,Essence,Manuelle,SW 1.0 EcoBoost 125ch Titanium 97g,21 990 €
JEEP,Renegade,2022,Hybride,Automatique,1.3 Turbo T4 190ch 4xe Limited AT6 Siege chauf,40 000 €
ALFA ROMEO,Stelvio,2019,Diesel,Automatique,2.2 Diesel 160ch Business AT8 MY19,30 000 €
LAND ROVER,Range Rover Evoque,2018,Diesel,Automatique,Evoque 2.0 TD4 150 SE Dynamic 4x4 BVA Mark VI,32 900 €
LAND ROVER,Range Rover Velar,2019,Diesel,Automatique,3.0D V6 300ch R-Dynamic SE AWD BVA,69 900 €
TOYOTA,Yaris,2021,Essence,Manuelle,70 VVT-i France Business 5p,16 900 €
AUDI,Rs3,2019,Essence,Robotisée,Sportback 2.5 TFSI 400 ch quattro S tronic 7 Euro6d-T MATRIX LED SORTIES D ECHAPPEMENT SPORT RS,58 989 €
RENAULT,Megane,2020,Diesel,Automatique,Mégane IV Berline Blue dCi 115 EDC Business Intens,19 480 €
PEUGEOT,3008,2021,Hybride,Automatique,HYBRID4 300ch GT Pack e-EAT8,57 326 €
VOLKSWAGEN,Caddy,2018,Diesel,Manuelle,Van 2.0 TDI 102ch Business Line Plus,16 990 €
DS,Ds 7,2019,Diesel,Automatique,DS7 Crossback BlueHDi 180 EAT8 Grand Chic,36 499 €
VOLVO,Xc60,2018,Diesel,Automatique,D4 AdBlue 190ch AWD Business Executive Geartronic,36 999 €
RENAULT,Kadjar,2018,Diesel,Manuelle,1.6 dCi 130ch energy Intens,19 990 €
PEUGEOT,3008,2022,Essence,Automatique,1.2 PureTech 130ch S&S GT EAT8,37 990 €
TOYOTA,Aygo,2019,Essence,Manuelle,1.0 VVT-i 72ch x-play x-app 5p,10 990 €
DS,Ds 3,2019,Diesel,Automatique,DS3 Crossback BlueHDi 130 EAT8 Grand Chic,27 989 €
RENAULT,Zoé,2021,Electrique,Automatique,Zoe R110 Achat Intégral Zen,24 990 €
CITROËN,C5 Aircross,2019,Diesel,Automatique,BlueHDi 130 S&S EAT8 Shine,31 290 €
PEUGEOT,208,2020,Diesel,Manuelle,BlueHDi 100 S&S BVM6 Allure,18 490 €
PEUGEOT,308,2019,Essence,Manuelle,1.2 PureTech 110ch E6.c S&S Style 5cv,17 490 €
PEUGEOT,208,2019,Essence,Manuelle,PureTech 82ch S&S BVM5 Signature,12 990 €
OPEL,Combo,2022,Diesel,Manuelle,Life L1H1 1.5 D 100ch Edition BVM6,28 990 €
RENAULT,Clio,2022,Essence,Manuelle,TCe 90 - 21 R.S. Line,20 999 €
RENAULT,Clio,2019,Diesel,Manuelle,1.5 dCi 75ch energy Business 5p Euro6c,12 490 €
RENAULT,Trafic,2021,Diesel,Manuelle,Fg L1H1 1000 2.0 dCi 120ch Grand Confort E6,26 490 €
NISSAN,Micra,2018,Diesel,Manuelle,1.5 dCi 90ch Tekna 2018 Siege Chauf GPS Camera Radar Ar Bose,14 799 €
TOYOTA,Proace,2022,Diesel,Manuelle,Medium 1.5 D-4D 120 Dynamic MY20,32 980 €
NISSAN,Qashqai,2022,Essence,Automatique,1.3 Mild Hybrid 158ch Business Edition Xtronic,33 990 €
TOYOTA,Proace,2022,Diesel,Manuelle,Medium 2.0 D-4D 140 Dynamic RC21,32 900 €
MAZDA,Cx5,2019,Diesel,Manuelle,CX-5 2.2 SKYACTIV-D 150 Dynamique 4x2 Euro6d-T,25 990 €
TOYOTA,C-Hr,2019,Hybride,Automatique,122h Design 2WD E-CVT RC18,28 990 €
KIA,Sportage,2022,Hybride,Automatique,1.6 T-GDi 230ch Hybride GT-Line Premium BVA6 4x2,40 990 €
FORD,Puma,2021,Essence,Manuelle,1.0 EcoBoost 125ch mHEV Titanium 6cv,22 490 €
MERCEDES,Classe Glc,2019,Diesel,Automatique,GLC Coupe 220 d 194ch AMG Line 4Matic Launch Edition 9G-Tronic,57 890 €
SKODA,Superb,2022,Diesel,Automatique,2.0 TDI 150 SCR DSG7,38 890 €
MERCEDES,Classe A,2019,Diesel,Robotisée,200 d 150ch Business Line 8G-DCT,31 890 €
MERCEDES,Classe Glc,2018,Essence,Automatique,GLC 250 211ch Sportline 4Matic 9G-Tronic,46 390 €
PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Allure 118g,20 990 €
VOLKSWAGEN,T-Cross,2019,Essence,Manuelle,1.0 TSI 95ch Lounge,16 990 €
AUDI,A3,2019,Diesel,Automatique,Sportback 35 TDI 150 S tronic 7 S Line,32 990 €
MERCEDES,Classe A,2021,Hybride,Robotisée,250 e 160+102ch AMG Line 8G-DCT 8cv,41 990 €
FORD,Ka,2019,Essence,Manuelle,+ 1.2 Ti-VCT 85ch S&S Ultimate,12 490 €
PEUGEOT,Partner,2022,Diesel,Automatique,FOURGON STANDARD 650 KG BLUEHDI 130 S&S EAT8 ASPHALT,25 990 €
PEUGEOT,Partner,2022,Diesel,Manuelle,FOURGON STANDARD 650 KG BLUEHDI 130 S&S BVM6 PREMIUM,24 190 €
PEUGEOT,Boxer,2022,Diesel,Manuelle,TOLE 330 L2H2 BLUEHDI 120 S&S PREMIUM,31 890 €
CITROËN,C3,2019,Essence,Manuelle,PureTech 110 S&S BVM6 Shine,15 390 €
PEUGEOT,2008,2020,Electrique,Automatique,Electrique 136 ch Allure,27 500 €
CITROËN,C3,2019,Essence,Manuelle,PureTech 82 S&S BVM5 Graphic,13 485 €
PEUGEOT,308,2018,Diesel,Manuelle,1.6 BlueHDi 120ch S&S BVM6 GT Line,18 789 €
PEUGEOT,308,2020,Diesel,Automatique,BlueHDi 130ch S&S EAT8 GT Line,26 430 €
PEUGEOT,508,2020,Electrique,Automatique,Hybrid 225 e-EAT8 GT,33 990 €
PEUGEOT,3008,2022,Electrique,Automatique,Hybrid 225 e-EAT8 Allure Pack,42 690 €
PEUGEOT,108,2021,Essence,Manuelle,VTi 72ch S&S BVM5 Style,11 542 €
PEUGEOT,2008,2021,Diesel,Automatique,BlueHDi 130 S&S EAT8 Allure,26 990 €
PEUGEOT,3008,2018,Diesel,Automatique,BlueHDi 130ch S&S EAT8 GT Line,25 990 €
RENAULT,Megane,2018,Diesel,Automatique,Mégane IV Berline dCi 110 Energy EDC Zen,16 490 €
PEUGEOT,2008,2019,Diesel,Manuelle,BlueHDi 100ch S&S BVM5 Allure,16 390 €
PEUGEOT,208,2019,Essence,Manuelle,PureTech 82ch S&S BVM5 Active Business,13 990 €
HYUNDAI,Tucson,2020,Diesel,Automatique,1.6 CRDi 136 hybrid 48V DCT-7 N Line Executive,29 480 €
MERCEDES,Classe E,2019,Diesel,Automatique,220 d 9G-Tronic AMG Line,41 799 €
PEUGEOT,108,2021,Essence,Manuelle,VTi 72ch S&S BVM5 Allure,12 990 €
PEUGEOT,2008,2019,Diesel,Manuelle,BlueHDi 100ch S&S BVM5 Crossway,18 990 €
PEUGEOT,308,2022,Diesel,Automatique,SW BlueHDi 130ch S&S EAT8 Allure Pack,34 490 €
AUDI,Q2,2021,Essence,Robotisée,35 TFSI 150ch S line Plus S tronic 7,36 990 €
PEUGEOT,308,2019,Diesel,Manuelle,SW 1.5 BlueHDi 100ch E6.c S&S Style,16 495 €
RENAULT,Megane,2019,Diesel,Robotisée,Estate 1.5 dCi 110ch Intens energy EDC,16 999 €
PEUGEOT,208,2017,Diesel,Manuelle,1.6 BlueHDi 75ch Active Business S&S 5p,10 990 €
VOLKSWAGEN,Touran,2021,Diesel,Robotisée,2.0 TDI 150ch FAP United DSG7 5 places Euro6dT,35 490 €
VOLKSWAGEN,T-Cross,2020,Essence,Manuelle,1.0 TSI 115ch Lounge,20 990 €
CITROËN,C3,2019,Diesel,Manuelle,BlueHDi 100 S&S BVM Shine Business,14 689 €
PEUGEOT,Partner,2019,Diesel,Manuelle,Standard 1000kg BlueHDi 100ch S&S Grip,16 970 €
CITROËN,C5,2021,Hybride,Automatique,Aircross Hybride 225 S&S e-EAT8 Business+,36 949 €
RENAULT,Clio,2022,Essence,Manuelle,1.0 TCe 90ch Zen -21,18 499 €
RENAULT,Clio,2022,Essence,Manuelle,1.0 TCe 90ch Zen -21,18 499 €
SKODA,Enyaq,2021,Electrique,Automatique,iV Electrique 204ch Version 80,52 990 €
SEAT,Ibiza,2021,Essence,Robotisée,1.0 EcoTSI 110ch Start/Stop FR DSG,21 890 €
LAND ROVER,Range Rover Evoque,2021,Diesel,Automatique,Evoque 2.0 D 165ch SE AWD BVA,59 900 €
VOLKSWAGEN,T-Cross,2019,Essence,Manuelle,1.0 TSI 95ch Lounge Business,18 990 €
MERCEDES,Classe C,2019,Diesel,Automatique,Cabriolet 220 d 170ch Sportline 9G-Tronic,41 990 €
OPEL,Corsa,2022,Essence,Manuelle,1.2 75ch Elegance Business,18 699 €
OPEL,Grandland X,2022,Essence,Manuelle,Grandland 1.2 Turbo 130ch Elegance Business,33 599 €
PEUGEOT,3008,2020,Hybride,Automatique,HYBRID4 300ch GT e-EAT8,39 590 €
PEUGEOT,208,2022,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Active Pack,22 246 €
PEUGEOT,3008,2022,Hybride,Automatique,HYBRID 225ch GT e-EAT8,47 941 €
PEUGEOT,308,2022,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Allure Pack,30 663 €
FORD,Fiesta,2020,Essence,Manuelle,1.0 EcoBoost 95ch ST-Line 5p,16 290 €
MERCEDES,Vito,2020,Diesel,Automatique,Fg 116 CDI Compact Pro Propulsion 9G-Tronic,38 280 €
PEUGEOT,2008,2022,Essence,Automatique,1.2 PureTech 130ch S&S GT EAT8,31 749 €
PEUGEOT,108,2021,Essence,Manuelle,VTi 72 Style S&S 4cv 5p,13 543 €
PEUGEOT,308,2022,Essence,Automatique,1.2 PureTech 130ch S&S GT EAT8,33 906 €
HYUNDAI,Tucson,2020,Diesel,Robotisée,1.6 CRDI 136ch hybrid 48V N Line Edition DCT-7 Euro6d-Evap,29 990 €
OPEL,Mokka,2022,Electrique,Automatique,Mokka-e 136ch Elegance,31 990 €
PEUGEOT,3008,2019,Electrique,Automatique,Hybrid 300 e-EAT8 GT,36 900 €
PEUGEOT,3008,2019,Electrique,Automatique,Hybrid 300 e-EAT8 GT,37 900 €
VOLKSWAGEN,T-Roc,2021,Diesel,Manuelle,2.0 TDI 115 Start/Stop BVM6 Lounge,27 900 €
MINI,Mini,2019,Diesel,Automatique,Cooper D 116 ch BVA7 Edition Heddon Street,23 990 €
OPEL,Grandland X,2021,Electrique,Automatique,HYBRID 225 CH BVA8,34 990 €
AUDI,Q3,2019,Diesel,Automatique,40 TDI 190 ch S tronic 7 Quattro S line,42 859 €
CITROËN,C3 Aircross,2019,Essence,Automatique,PureTech 110ch S&S Origins EAT6 E6.d-TEMP 114g,18 190 €
PEUGEOT,308,2018,Diesel,Manuelle,Affaire 1.5 BlueHDi 130ch S&S Premium Pack,11 360 €
PEUGEOT,Boxer,2019,Diesel,Manuelle,Fg 333 L2H2 2.0 BlueHDi 130 Premium Pack,24 480 €
RENAULT,Clio,2021,Hybride,Robotisée,1.6 E-Tech 140ch Business -21,19 190 €
JAGUAR,E-Pace,2019,Diesel,Automatique,2.0D 180ch R-Dynamic S AWD BVA9,40 000 €
MERCEDES,Eqe,2022,Electrique,Automatique,350+ 292ch AMG Line,102 890 €
VOLKSWAGEN,T-Roc,2022,Essence,Robotisée,1.5 TSI EVO 150ch R-Line DSG7,39 990 €
CITROËN,C3 Aircross,2019,Diesel,Manuelle,BlueHDi 100 BVM5 Feel,17 489 €
RENAULT,Zoé,2021,Electrique,Automatique,Zoe R110 Achat Intégral - 21 Limited,25 500 €
FIAT,Panda,2019,Essence,Manuelle,1.2 69 ch S/S Ligue 1 Conforama,9 499 €
CITROËN,C5 Aircross,2019,Diesel,Automatique,BlueHDi 130 S&S EAT8 Shine,27 949 €
SKODA,Kamiq,2022,Essence,Robotisée,1.5 TSI 150ch Monte-Carlo DSG7 Euro6d-AP,29 990 €
MERCEDES,Sprinter,2019,Diesel,Automatique,Fg 316 CDI 43S 3T5 Propulsion 7G-Tronic Plus 38900HT,46 680 €
FORD,Fiesta,2019,Essence,Manuelle,Active 1.0 EcoBoost 100ch S&S Plus Euro6.1,14 900 €
CITROËN,C3,2022,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Shine Pack E6.d,19 990 €
MERCEDES,Classe A,2021,Diesel,Robotisée,180d 116ch Progressive Line 8G-DCT,31 500 €
PEUGEOT,208,2021,Essence,Manuelle,PureTech 100 S&S BVM6 Style,17 985 €
FIAT,500x,2019,Essence,Automatique,1.3 FireFly Turbo T4 150 ch DCT City Cross,19 490 €
PEUGEOT,208,2021,Essence,Manuelle,PureTech 100 S&S BVM6 Allure Pack,19 490 €
SEAT,Ibiza,2021,Essence,Manuelle,1.0 TSI 110 ch S/S BVM6 Style,16 990 €
CITROËN,C3 Aircross,2019,Diesel,Automatique,BlueHDi 120 S&S EAT6 Shine,18 990 €
CITROËN,C3,2019,Essence,Manuelle,PureTech 82 S&S BVM5 Graphic,13 485 €
PEUGEOT,2008,2021,Diesel,Manuelle,BlueHDi 110 S&S BVM6 Active Pack,23 600 €
VOLKSWAGEN,Up,2021,Essence,Manuelle,! 1.0 60ch BlueMotion Technology Beats Audio 5p,13 490 €
VOLKSWAGEN,Tiguan,2021,Diesel,Robotisée,2.0 TDI 150ch R-Line 4Motion DSG7,45 990 €
