brand,model,year,energy,gear_box,trim,price
VOLKSWAGEN,Golf,2020,Essence,Robotisée,1.5 eTSI OPF 150ch Style 1st DSG7,29 490 €
VOLKSWAGEN,Tiguan,2019,Diesel,Robotisée,2.0 TDI 150ch Black R-Line DSG7 Euro6d-T,37 990 €
SKODA,Octavia,2019,Diesel,Robotisée,Combi 2.0 TDI 184ch SCR RS DSG7 Euro6d-T,27 990 €
VOLKSWAGEN,Tiguan,2019,Diesel,Robotisée,2.0 TDI 190ch Carat Exclusive 4Motion DSG7 Euro6d-T,39 990 €
TOYOTA,C-Hr,2019,Hybride,Automatique,122h Design 2WD E-CVT RC18,22 990 €
PEUGEOT,2008,2021,Essence,Automatique,1.2 PureTech 130ch S&S Active Business EAT8,24 770 €
LEXUS,Rx,2018,Hybride,Automatique,450h 4WD F SPORT Euro6d-T,46 990 €
VOLVO,Xc40,2018,Diesel,Automatique,D3 AdBlue 150ch Inscription Luxe Geartronic 8,39 990 €
VOLKSWAGEN,Golf,2021,Essence,Manuelle,1.0 TSI OPF 110ch Life Business,23 990 €
VOLKSWAGEN,Polo,2020,Essence,Manuelle,1.0 TSI 95ch Carat Euro6d-T,19 990 €
VOLKSWAGEN,T-Cross,2021,Essence,Robotisée,1.0 TSI 110ch Carat DSG7,25 990 €
VOLKSWAGEN,Tiguan,2019,Essence,Manuelle,1.5 TSI EVO 150ch Connect Euro6d-T,25 990 €
SKODA,Superb,2021,Hybride,Robotisée,1.4 TSI PHEV 218ch Laurin&Klement DSG6,38 990 €
VOLKSWAGEN,Polo,2019,Diesel,Manuelle,1.6 TDI 80ch Trendline Business Euro6d-T,15 490 €
VOLKSWAGEN,Tiguan,2018,Diesel,Robotisée,2.0 TDI 150ch Carat Exclusive DSG7,31 480 €
VOLKSWAGEN,Polo,2021,Essence,Manuelle,1.0 TSI 95ch Style,22 480 €
PEUGEOT,208,2021,Essence,Manuelle,PureTech 75 S&S BVM5 Active Business,15 989 €
PEUGEOT,208,2022,Essence,Manuelle,PureTech 100 S&S BVM6 Allure,23 485 €
PEUGEOT,2008,2021,Diesel,Manuelle,BlueHDi 110 S&S BVM6 Allure,24 290 €
PEUGEOT,2008,2021,Diesel,Manuelle,BlueHDi 110 S&S BVM6 Allure Business,24 900 €
PEUGEOT,2008,2021,Diesel,Manuelle,BlueHDi 110 S&S BVM6 Allure Business,24 900 €
PEUGEOT,308,2020,Diesel,Manuelle,SW BlueHDi 100ch S&S BVM6 Allure,23 490 €
PEUGEOT,2008,2021,Diesel,Manuelle,BlueHDi 110 S&S BVM6 Allure Business,24 900 €
PEUGEOT,2008,2021,Diesel,Manuelle,BlueHDi 110 S&S BVM6 Allure Business,24 900 €
PEUGEOT,2008,2021,Diesel,Manuelle,BlueHDi 110 S&S BVM6 Allure Business,24 900 €
PEUGEOT,208,2021,Diesel,Manuelle,BlueHDi 100 S&S BVM6 Style,19 950 €
NISSAN,Micra,2019,Essence,Manuelle,1.0 IG-T 100ch Tekna 2018,12 990 €
KIA,Xceed,2021,Hybride,Robotisée,1.6 GDi 105ch + Plug-In 60.5ch Active DCT6,27 490 €
VOLKSWAGEN,Golf,2018,Diesel,Robotisée,1.6 TDI 115ch FAP Confortline Business DSG7 5p,19 490 €
MERCEDES,Glb,2021,Diesel,Robotisée,200d 150ch AMG Line 8G DCT,48 900 €
HYUNDAI,Kona,2021,Electrique,Automatique,Electric 204ch Executive Style Euro6d-T EVAP 3cv,36 900 €
FORD,Ranger,2019,Diesel,Manuelle,3.2 TDCi 200ch Super Cab Limited,31 990 €
FORD,Mustang,2022,Electrique,Automatique,Mach-E Extended Range 99kWh 294ch 7cv,67 900 €
FORD,Ecosport,2022,Essence,Manuelle,1.0 EcoBoost 125ch Active 147g,23 800 €
FORD,Ecosport,2022,Essence,Manuelle,1.0 EcoBoost 125ch Active 147g,24 950 €
PEUGEOT,2008,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Active,22 499 €
PEUGEOT,2008,2020,Essence,Manuelle,1.2 PureTech 130ch S&S GT Line 7cv,25 990 €
PEUGEOT,3008,2019,Diesel,Automatique,BlueHDi 130ch S&S EAT8 GT Line,29 490 €
PEUGEOT,208,2021,Diesel,Manuelle,BlueHDi 100 S&S BVM6 Active,18 450 €
PEUGEOT,108,2021,Essence,Manuelle,VTi 72ch S&S BVM5 Style,11 990 €
PEUGEOT,108,2021,Essence,Manuelle,VTi 72ch S&S BVM5 Style,11 990 €
PEUGEOT,2008,2021,Diesel,Manuelle,BlueHDi 110 S&S BVM6 Allure Business,25 490 €
FORD,Puma,2020,Essence,Manuelle,1.0 EcoBoost 155ch mHEV ST-Line X 8cv,21 990 €
FIAT,500,2021,Essence,Manuelle,1.0 70ch BSG S&S Dolcevita,14 800 €
VOLKSWAGEN,Taigo,2022,Essence,Manuelle,1.0 TSI 110ch Life Business,24 990 €
VOLKSWAGEN,Golf,2019,Diesel,Manuelle,SW 1.6 TDI 115ch FAP Confortline Business Euro6d-T,20 990 €
VOLKSWAGEN,Id.3,2022,Electrique,Automatique,58 kWh - 204ch Pro Performance Active,37 490 €
SKODA,Fabia,2022,Essence,Manuelle,1.0 TSI 95ch Ambition,17 990 €
JAGUAR,E-Pace,2019,Diesel,Automatique,2.0 D - 180 ch AWD BVA R-Dynamic S,41 990 €
VOLKSWAGEN,Polo,2021,Essence,Automatique,1.0 TSI 95 S&S DSG7 Life,21 490 €
VOLKSWAGEN,Crafter,2022,Diesel,Manuelle,VAN 30 L3H3 2.0 TDI 140 CH BUSINESS BM6,42 600 €
SKODA,Fabia,2019,Essence,Manuelle,1.0 MPI 75 ch BVM5 Edition,12 990 €
PEUGEOT,208,2021,Electrique,Automatique,Electrique 50 kWh 136ch Style,27 750 €
VOLKSWAGEN,T-Cross,2020,Essence,Manuelle,1.0 TSI 95 Start/Stop BVM5 Lounge Business,20 490 €
CITROËN,C3,2021,Diesel,Manuelle,BlueHDi 100 S&S BVM6 Feel,14 990 €
PEUGEOT,Partner,2020,Diesel,Manuelle,FOURGON STANDARD 650 KG BLUEHDI 75 BVM5 PREMIUM,18 389 €
PEUGEOT,3008,2021,Electrique,Automatique,Hybrid 225 e-EAT8 Allure Pack,37 490 €
PEUGEOT,208,2019,Diesel,Manuelle,BlueHDi 100ch S&S BVM5 Active Business,14 489 €
PEUGEOT,3008,2021,Electrique,Automatique,Hybrid 225 e-EAT8 GT Pack,43 900 €
PEUGEOT,2008,2021,Diesel,Automatique,BlueHDi 130 S&S EAT8 Allure Pack,28 900 €
PEUGEOT,3008,2021,Electrique,Automatique,Hybrid 225 e-EAT8 Allure Pack,36 490 €
PEUGEOT,2008,2021,Essence,Manuelle,PureTech 100 S&S BVM6 Style,23 760 €
JEEP,Renegade,2021,Essence,Manuelle,1.0 GSE T3 120 ch BVM6 Limited,21 900 €
PEUGEOT,2008,2021,Electrique,Automatique,Moteur électrique 136 ch Active Business,28 489 €
PEUGEOT,308,2022,Electrique,Automatique,PHEV 180 e-EAT8 Allure Pack,41 500 €
PEUGEOT,208,2018,Diesel,Manuelle,BlueHDi 100ch S&S BVM6 Active Business,12 989 €
PEUGEOT,308,2022,Essence,Manuelle,PureTech 130ch S&S BVM6 Allure,27 600 €
PEUGEOT,208,2022,Essence,Automatique,PureTech 130 S&S EAT8 GT,27 900 €
PEUGEOT,2008,2022,Essence,Automatique,PureTech 130 S&S EAT8 GT,28 320 €
PEUGEOT,208,2021,Diesel,Manuelle,BlueHDi 100 S&S BVM6 Allure Business,20 990 €
PEUGEOT,208,2021,Diesel,Manuelle,BlueHDi 100 S&S BVM6 Allure Pack,22 490 €
PEUGEOT,308,2022,Electrique,Automatique,PHEV 225 e-EAT8 GT Pack,44 890 €
PEUGEOT,108,2021,Essence,Manuelle,VTi 72ch S&S BVM5 Style,13 790 €
PEUGEOT,2008,2021,Electrique,Automatique,Electrique 136 ch Style,36 990 €
BMW,X1,2021,Electrique,Automatique,xDrive 25e 220 ch BVA6 xLine,46 290 €
VOLKSWAGEN,T-Roc,2020,Essence,Automatique,1.5 TSI 150 EVO Start/Stop DSG7 R-Line,30 990 €
FORD,Kuga,2021,Electrique,Automatique,2.5 Duratec 225 ch PHEV Powershift ST-Line,38 990 €
TOYOTA,Yaris,2019,Essence,Manuelle,70 VVT-i France,12 900 €
VOLKSWAGEN,California T,2022,Diesel,Automatique,California 2.0 TDI 150 BMT DSG7 4Motion Beach Camper,68 073 €
FIAT,Doblo,2018,Diesel,Manuelle,CARGO FT 1.6 MULTIJET 105 E6 PACK PROFESSIONAL TRIO NAV,14 900 €
SKODA,Kamiq,2021,Essence,Automatique,1.5 TSI 150 ch DSG7 Scoutline,24 490 €
PEUGEOT,308,2018,Diesel,Manuelle,BlueHDi 100ch S&S BVM6 Active Business,15 350 €
MINI,Mini,2019,Essence,Automatique,Cooper 136 ch BVA7 Edition Pure Burgundy,27 990 €
JAGUAR,F-Type,2021,Essence,Automatique,Coupe 5.0 V8 450ch R-Dynamic BVA8,114 900 €
SEAT,Ateca,2021,Diesel,Robotisée,2.0 TDI 150ch Start&Stop FR DSG,34 900 €
VOLVO,V40,2018,Essence,Manuelle,T2 122ch Business 7cv,19 900 €
VOLKSWAGEN,Up,2021,Essence,Manuelle,! 1.0 65ch BlueMotion Technology Active 5p,12 887 €
VOLKSWAGEN,Polo,2022,Essence,Robotisée,1.0 TSI 95ch Style DSG7,23 400 €
HYUNDAI,I10,2019,Essence,Manuelle,1.2 87 BVM5 Edition #Mondial 2019,10 490 €
VOLKSWAGEN,T-Roc,2018,Essence,Robotisée,1.5 TSI EVO 150ch Carat DSG7 Euro6d-T,28 990 €
VOLKSWAGEN,Tiguan,2020,Diesel,Robotisée,2.0 TDI 150ch R-Line DSG7,41 990 €
MINI,Mini,2019,Essence,Manuelle,Clubman Cooper 136 ch Finition Business Design,23 490 €
VOLKSWAGEN,Golf,2019,Essence,Robotisée,1.5 TSI EVO 150ch Carat DSG7 Euro6d-T 5p,25 990 €
MINI,Mini,2019,Diesel,Manuelle,Countryman 116 ch One D Oakwood,24 490 €
BMW,Serie 3,2021,Diesel,Automatique,Touring 320d xDrive 190 ch BVA8 M Sport,50 490 €
FORD,Puma,2021,Essence,Manuelle,1.0 EcoBoost 125 ch mHEV S&S BVM6 ST-Line X,26 400 €
BMW,Serie 3,2020,Diesel,Automatique,320d 190 ch BVA8 M Sport,46 990 €
PEUGEOT,308,2021,Diesel,Automatique,BlueHDi 130ch S&S EAT8 Allure Pack,32 890 €
PEUGEOT,2008,2021,Essence,Manuelle,PureTech 100 S&S BVM6 Allure,23 990 €
HYUNDAI,Tucson,2018,Diesel,Manuelle,1.7 CRDi 115 2WD Business,17 670 €
PEUGEOT,308,2021,Essence,Manuelle,PureTech 130ch S&S BVM6 Allure Pack,28 590 €
HONDA,Jazz,2020,Electrique,Automatique,Crosstar e:HEV 1.5 i-MMD Exclusive,24 990 €
HYUNDAI,Ioniq,2018,Electrique,Automatique,Hybrid 141 ch Executive,21 490 €
FIAT,500,2021,Essence,Manuelle,1.0 70 ch Hybride BSG S/S Dolcevita,15 990 €
HONDA,Cr-V,2020,Electrique,Automatique,Hybrid 2.0 i-MMD 4WD Elegance,33 990 €
CUPRA,Born,2022,Electrique,Automatique,58 kWh L 204ch - V,43 900 €
VOLKSWAGEN,Up,2022,Electrique,Automatique,e-! Electrique 83ch 4cv,19 990 €
VOLKSWAGEN,Tiguan,2022,Diesel,Robotisée,2.0 TDI 150ch R-Line DSG7,42 300 €
VOLKSWAGEN,Tiguan,2021,Diesel,Robotisée,2.0 TDI 150ch R-Line DSG7,41 890 €
AUDI,Q2,2021,Essence,Manuelle,35 TFSI 150ch S line,33 900 €
VOLKSWAGEN,Polo,2022,Essence,Robotisée,2.0 TSI 207ch GTI DSG7,32 900 €
VOLKSWAGEN,Polo,2021,Essence,Manuelle,1.0 TSI 95ch Active Euro6d-T,18 895 €
TOYOTA,Corolla,2019,Hybride,Automatique,Touring Spt 180h Collection MY20,31 990 €
TOYOTA,C-Hr,2019,Hybride,Automatique,122h Design 2WD E-CVT RC18,22 354 €
TOYOTA,C-Hr,2022,Hybride,Automatique,122h Edition 2WD E-CVT MY22,30 490 €
TOYOTA,Rav4,2022,Hybride,Automatique,Hybride 218ch Dynamic 2WD MY22,41 490 €
TOYOTA,Prius,2019,Electrique,Automatique,Rechargeable 122h Dynamic Pack Premium MC19,28 490 €
PEUGEOT,208,2018,Essence,Automatique,1.2 PureTech 110ch E6.c Tech Edition S&S EAT6 5p,15 970 €
TOYOTA,Yaris,2022,Hybride,Automatique,116h Design 5p MY22,22 990 €
VOLVO,Xc60,2019,Diesel,Automatique,D4 AdBlue 190ch Initiate Edition Geartronic,34 480 €
OPEL,Corsa,2020,Essence,Manuelle,1.2 75 ch BVM5 Edition,13 990 €
OPEL,Corsa,2020,Essence,Manuelle,1.2 Turbo 100 ch BVM6 Edition Business,15 490 €
PEUGEOT,2008,2019,Essence,Manuelle,1.2 PureTech 130ch E6.c Allure S&S,15 990 €
AUDI,Q2,2019,Essence,Manuelle,30 TFSI 116ch Design Euro6dT,24 990 €
AUDI,S3,2021,Essence,Robotisée,Berline 2.0 TFSI 310ch quattro S tronic 7,63 900 €
FORD,S-Max,2017,Diesel,Robotisée,2.0 TDCi 150ch Stop&Start Vignale PowerShift,27 990 €
TOYOTA,Aygo,2021,Essence,Manuelle,1.0 VVT-i 72ch x-play 5p MY21,12 900 €
TOYOTA,C-Hr,2019,Hybride,Automatique,122h Edition 2WD E-CVT RC18,23 490 €
PEUGEOT,2008,2022,Essence,Automatique,1.2 PureTech 130ch S&S GT EAT8,31 490 €
VOLKSWAGEN,Crafter,2018,Diesel,Manuelle,Fg 30 L3H3 2.0 TDI 140ch Business Line Traction,29 990 €
VOLKSWAGEN,Golf,2018,Essence,Manuelle,1.0 TSI 85ch Trendline 5p,15 990 €
BMW,Serie 2,2022,Hybride,Robotisée,ActiveTourer 225e 245ch xDrive Luxury DKG7,53 355 €
BMW,X2,2020,Essence,Robotisée,sDrive18iA 136ch Business Design DKG7,33 990 €
BMW,X3,2021,Electrique,Automatique,i M sport 286ch Impressive,62 900 €
BMW,X5,2019,Diesel,Automatique,xDrive30d 265ch M Sport,67 990 €
BMW,Serie 3,2019,Hybride,Automatique,330eA 292ch M Sport 34g TPano Siege Chauf GPS Cam360 HKardon,46 999 €
PEUGEOT,2008,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Active Business,22 660 €
RENAULT,Trafic,2022,Diesel,Manuelle,Fg L1H1 2T8 2.0 Blue dCi 110ch Confort,33 590 €
NISSAN,Qashqai,2020,Diesel,Manuelle,1.5 dCi 115ch N-TEC 2019 Euro6-EVAP,23 990 €
PEUGEOT,2008,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Active Pack,22 990 €
PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 75ch S&S Active Business,15 490 €
PEUGEOT,208,2020,Electrique,Automatique,e-208 136ch Allure,25 990 €
PEUGEOT,5008,2021,Diesel,Automatique,1.5 BlueHDi 130ch S&S Allure Pack EAT8,36 990 €
OPEL,Adam,2019,Essence,Manuelle,1.4 Twinport 87ch Unlimited Start/Stop,12 240 €
PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 75ch S&S Active Business,15 490 €
PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 75ch S&S Active Business,15 490 €
CITROËN,C5 Aircross,2019,Diesel,Automatique,BlueHDi 180ch S&S Shine EAT8,28 490 €
OPEL,Combo,2022,Electrique,Automatique,Cargo L2H1 Augmenté 100 kW 136ch Pack Clim,34 990 €
OPEL,Corsa,2020,Essence,Manuelle,1.2 75ch Edition,15 990 €
RENAULT,Trafic,2022,Diesel,Manuelle,Fg L1H1 2T8 2.0 Blue dCi 110ch Confort,32 990 €
FIAT,Ducato,2022,Diesel,Manuelle,Grd Vol 3.5 L 2.2 H3-POWER 160ch 20m³ + hayon 750kg + Auvent Business,45 990 €
FIAT,Ducato Benne,2022,Diesel,Manuelle,3.5 L 2.2 H3-POWER 140ch Acier P.S. + Grand Coffre Business,36 990 €
FIAT,Ducato,2022,Diesel,Manuelle,Grd Vol 3.5 L 2.2 H3-POWER 160ch 20m³ + hayon 750kg + Auvent Business,45 990 €
FIAT,Ducato,2022,Diesel,Manuelle,Grd Vol 3.5 L 2.2 H3-POWER 140ch 20m³ + hayon 750kg + Auvent Business,44 990 €
FIAT,Ducato,2022,Diesel,Manuelle,Grd Vol 3.5 L 2.2 H3-POWER 140ch 20m³ + hayon 750kg + Auvent Business,44 990 €
FIAT,Ducato,2022,Diesel,Manuelle,Grd Vol 3.5 L 2.2 H3-POWER 140ch 20m³ + hayon 750kg + Auvent Business,44 990 €
FIAT,Ducato,2022,Diesel,Manuelle,Grd Vol 3.5 L 2.2 H3-POWER 140ch 20m³ + hayon 750kg + Auvent Business,44 990 €
RENAULT,Clio,2021,Diesel,Manuelle,1.5 BUSINESS E TECH 140,18 790 €
DACIA,Duster,2019,Diesel,Manuelle,1.5 Blue dCi 115ch Techroad 4x2,17 390 €
RENAULT,Captur,2018,Essence,Manuelle,0.9 TCe 90ch energy Life Euro6c,12 790 €
DACIA,Duster,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Prestige + 4x2,21 490 €
PEUGEOT,208,2021,Diesel,Manuelle,1.5 BlueHDi 100ch S&S Allure Pack,22 480 €
PEUGEOT,2008,2020,Diesel,Automatique,BlueHDi 130 S&S EAT8 Allure,29 690 €
VOLVO,Xc60,2021,Diesel,Automatique,B4 (Diesel) 197 ch Geartronic 8 Inscription,51 990 €
VOLVO,Xc60,2021,Diesel,Automatique,B4 AWD 197 ch Geartronic 8 Business Executive,46 980 €
PEUGEOT,208,2021,Essence,Manuelle,PureTech 100 S&S BVM6 Allure Pack,18 990 €
PEUGEOT,2008,2021,Diesel,Manuelle,BlueHDi 100 S&S BVM6 Active,21 990 €
PEUGEOT,208,2020,Diesel,Manuelle,BlueHDi 100ch S&S BVM5 Active,13 490 €
PEUGEOT,108,2021,Essence,Manuelle,VTi 72ch S&S BVM5 Style,12 990 €
PEUGEOT,508,2022,Electrique,Automatique,Hybrid 225 e-EAT8 GT,43 990 €
PEUGEOT,2008,2021,Essence,Manuelle,PureTech 100 S&S BVM6 Style,22 726 €
PEUGEOT,2008,2020,Essence,Manuelle,PureTech 130 S&S BVM6 GT Line,26 490 €
AUDI,A3,2021,Essence,Automatique,Berline 35 TFSI Mild Hybrid 150 S tronic 7 Design Luxe,37 950 €
VOLKSWAGEN,Id.3,2022,Electrique,Automatique,204 ch Pro Performance Active,36 340 €
HYUNDAI,Santa Fe,2021,Electrique,Automatique,Santa Fé 1.6 T-GDi 265 HTRAC BVA6 Executive,49 990 €
SEAT,Leon,2022,Essence,Manuelle,1.0 TSI 110 BVM6 Urban,22 900 €
VOLKSWAGEN,T-Cross,2021,Essence,Manuelle,1.0 TSI 95 Start/Stop BVM5 Active,21 490 €
AUDI,Q5,2021,Hyb Diesel rechargeable,Automatique,40 TDI 204 S tronic 7 Quattro S line,59 900 €
VOLKSWAGEN,Id.3,2020,Electrique,Automatique,204 ch 1st Plus,37 890 €
FIAT,Panda,2020,Essence,Manuelle,0.9 85 ch TwinAir S/S Lounge,13 990 €
RENAULT,Kadjar,2022,Diesel,Automatique,Blue dCi 115 EDC Business,27 590 €
RENAULT,Clio,2021,Essence,Manuelle,TCe 90 - 21N Limited,18 290 €
RENAULT,Captur,2021,GPL,Manuelle,TCe 100 GPL - 21 Intens,22 790 €
RENAULT,Twingo,2019,Essence,Manuelle,III SCe 75 - 20 Zen,11 690 €
VOLVO,Xc60,2021,Diesel,Automatique,B4 (Diesel) 197 ch Geartronic 8 Business Executive,45 490 €
PEUGEOT,3008,2018,Diesel,Manuelle,BlueHDi 130ch S&S BVM6 GT Line,23 990 €
SEAT,Ateca,2022,Essence,Automatique,1.5 TSI 150 CH START/STOP DSG7,37 980 €
VOLKSWAGEN,Tiguan,2019,Diesel,Manuelle,2.0 TDI 150,26 480 €
VOLKSWAGEN,T-Roc,2020,Essence,Manuelle,1.5 TSI EVO 150ch Carat S&S,24 990 €
VOLKSWAGEN,Tiguan,2019,Diesel,Automatique,2.0 TDI 150 DSG7,29 480 €
CITROËN,C4,2021,Essence,Automatique,PureTech 130ch S&S Feel Pack EAT8,25 990 €
PEUGEOT,208,2019,Essence,Manuelle,1.2 PureTech 82ch E6.c Active Business S&S 5p,13 990 €
VOLKSWAGEN,T-Roc,2021,Essence,Robotisée,1.5 TSI EVO 150ch Lounge Business DSG7 S&S,27 490 €
CITROËN,C3 Aircross,2020,Essence,Manuelle,PureTech 110ch S&S Shine,18 690 €
PEUGEOT,2008,2021,Essence,Automatique,1.2 PureTech 130ch S&S GT EAT8,29 990 €
OPEL,Corsa,2021,Essence,Manuelle,1.2 Turbo 100ch GS Line,17 999 €
MERCEDES,Gla,2019,Essence,Robotisée,Classe 200 156ch Starlight Edition 7G-DCT Euro6d-T,31 880 €
RENAULT,Captur,2021,Essence,Automatique,TCe 140 EDC - 21 Intens,24 990 €
RENAULT,Captur,2021,Essence,Automatique,TCe 140 EDC - 21 Intens,24 990 €
RENAULT,Clio,2022,Essence,Manuelle,TCe 90 - 21N Business,15 490 €
VOLKSWAGEN,Tiguan,2019,Diesel,Automatique,2.0 TDI 150 DSG7 IQ.Drive,30 990 €
DACIA,Duster,2018,Diesel,Manuelle,Blue dCi 115 4x2 Essentiel,14 590 €
RENAULT,Clio,2019,Essence,Manuelle,TCe 90 E6C Intens,13 490 €
RENAULT,Scenic,2021,Diesel,Automatique,Blue dCi 120 EDC Business,25 490 €
RENAULT,Clio,2019,Essence,Manuelle,TCe 90 E6C Intens,13 490 €
RENAULT,Twingo,2019,Essence,Manuelle,III TCe 95 Intens,10 490 €
RENAULT,Megane,2020,Diesel,Manuelle,Mégane IV Berline Blue dCi 115 - 20 Intens,18 990 €
RENAULT,Clio,2019,Essence,Manuelle,TCe 90 E6C Intens,13 490 €
RENAULT,Twingo,2019,Essence,Manuelle,III TCe 95 Intens,10 490 €
RENAULT,Megane,2021,Diesel,Automatique,Mégane IV Berline Blue dCi 115 EDC Intens,22 990 €
RENAULT,Clio,2020,Diesel,Manuelle,Blue dCi 85 Business,15 990 €
BMW,X1,2019,Diesel,Automatique,xDrive 18d 150 ch BVA8 xLine,33 994 €
PEUGEOT,308,2021,Essence,Manuelle,1.2 PureTech 110ch S&amp;S Style,19 990 €
MG,Ehs,2021,Hybride,Automatique,PHEV 1.5T GDI 258ch Luxury,32 480 €
CITROËN,C5 Aircross,2022,Electrique,Automatique,Hybride Rechargeable 225 e-EAT8 Shine,40 890 €
KIA,Rio,2018,Essence,Manuelle,1.0L T-GDI 100 CH ISG,13 990 €
FIAT,Scudo,2022,Diesel,Manuelle,1.5 MULTIJET 120 STANDARD,31 990 €
KIA,Sportage,2021,Diesel,Automatique,1.6 CRDI 136CH MHEV DCT7 4X2,26 790 €
AUDI,Q2,2021,Essence,Automatique,35 TFSI 150 S tronic 7 Design,31 990 €
MAZDA,Mazda6,2019,Essence,Automatique,Wagon EVAP 2.0L SKYACTIV-G 165 ch BVA6 Dynamique,25 980 €
MINI,Mini,2019,Essence,Automatique,Countryman 102 ch BVA7 One Oakwood,27 882 €
VOLKSWAGEN,Polo,2022,Essence,Automatique,1.0 TSI 95 S&S DSG7 Style,23 800 €
CUPRA,Formentor,2022,Essence,Automatique,1.5 TSI 150 CH DSG7,36 980 €
CUPRA,Formentor,2022,Essence,Automatique,1.5 TSI 150 CH DSG7,36 980 €
JEEP,Renegade,2019,Essence,Manuelle,1.0 GSE T3 120ch Limited,17 990 €
FORD,Puma,2020,Essence,Manuelle,1.0 EcoBoost 125ch mHEV ST-Line X 7cv,26 490 €
OPEL,Astra,2019,Essence,Manuelle,Sports Tourer 1.4 Turbo 125ch Start&Stop Innovation,16 990 €
HYUNDAI,Tucson,2018,Diesel,Robotisée,1.7 CRDI 141ch Business 2017 2WD DCT-7,20 990 €
RENAULT,Clio,2019,Diesel,Manuelle,1.5 dCi 90ch energy Business 5p Euro6c,12 990 €
MERCEDES,Classe Glc,2019,Diesel,Automatique,GLC 250 d 204ch Sportline 4Matic 9G-Tronic Euro6c,41 990 €
FORD,Kuga,2021,Hybride,Automatique,2.5 Duratec 190ch FHEV ST-Line X BVA i-AWD,38 990 €
JEEP,Compass,2018,Diesel,Automatique,2.0 MultiJet II 140ch Longitude Business 4x4 BVA9,25 900 €
MERCEDES,Cla,2022,Diesel,Manuelle,180 d 2.0 116ch Progressive Line,35 900 €
AUDI,A1,2020,Essence,Manuelle,Sportback 30 TFSI 116ch Design,23 499 €
AUDI,A1,2018,Essence,Manuelle,Sportback 1.4 TFSI 125ch,18 999 €
FORD,Fiesta,2019,Essence,Manuelle,1.0 EcoBoost 100ch Stop&Start Titanium 5p Euro6.2,15 490 €
FORD,Fiesta,2019,Essence,Manuelle,1.1 85ch Titanium 5p 5cv Euro6.2,12 990 €
FORD,Fiesta,2021,Essence,Manuelle,1.1 75ch Cool & Connect 5p,13 990 €
FORD,Fiesta,2019,Essence,Manuelle,1.1 85ch Titanium 5p,14 490 €
FORD,Fiesta,2018,Essence,Manuelle,Active 1.0 EcoBoost 100ch S&S Pack Euro6.1,14 990 €
FORD,Fiesta,2019,Essence,Manuelle,1.0 EcoBoost 100ch Stop&Start Titanium 5p Euro6.2,13 900 €
HYUNDAI,Kona,2020,Diesel,Robotisée,1.6 CRDi 136ch Creative DCT-7 Euro6d-T EVAP,19 900 €
FORD,Fiesta,2020,Essence,Manuelle,1.1 75ch Cool & Connect 5p,13 990 €
FORD,C-Max,2017,Diesel,Robotisée,1.5 TDCi 120ch Stop&Start Titanium PowerShift,15 990 €
PEUGEOT,2008,2022,Essence,Automatique,1.2 PureTech 130ch S&S GT EAT8,31 464 €
FORD,Focus,2019,Diesel,Manuelle,1.5 EcoBlue 120ch Titanium,15 990 €
VOLKSWAGEN,T-Roc,2021,Essence,Manuelle,1.0 TSI 110 Start/Stop BVM6 Lounge,24 490 €
SKODA,Kamiq,2021,Essence,Manuelle,1.0 TSI 95 ch BVM5 Active,17 990 €
MERCEDES,Classe Glc,2021,Electrique,Automatique,GLC 300 e 9G-Tronic 4Matic AMG Line,65 990 €
VOLKSWAGEN,Golf,2019,Essence,Automatique,1.0 TSI 115 DSG7 Confortline,20 980 €
SEAT,Leon,2020,Diesel,Automatique,ST Business 2.0 TDI 150 S/S Style Business DSG,22 490 €
VOLKSWAGEN,T-Cross,2021,Essence,Manuelle,1.0 TSI 95 Start/Stop BVM5,18 900 €
SKODA,Fabia,2021,Essence,Manuelle,1.0 MPI 60 ch BVM5 Business,12 990 €
AUDI,Q3,2021,Diesel,Automatique,40 TDI 200 ch S tronic 7 Quattro Design Luxe,49 900 €
PEUGEOT,208,2019,Essence,Manuelle,PureTech 82ch S&S BVM5 Allure,14 990 €
RENAULT,Captur,2019,Diesel,Manuelle,dCi 90 Intens,16 990 €
RENAULT,Clio,2020,Diesel,Manuelle,Blue dCi 85 Business,16 990 €
RENAULT,Megane,2021,Electrique,Automatique,Mégane IV Estate E-TECH Plug-In Hybride 160 R.S. Line,30 990 €
AUDI,A5,2022,Hyb Diesel rechargeable,Automatique,Sportback 35 TDI 163 S tronic 7 S Line,50 900 €
RENAULT,Megane,2021,Electrique,Automatique,Mégane IV Estate E-TECH Plug-In Hybride 160 R.S. Line,30 990 €
RENAULT,Megane,2019,Diesel,Manuelle,Mégane IV Berline Blue dCi 115 Intens,14 990 €
RENAULT,Clio,2020,Essence,Manuelle,TCe 100 Intens,15 490 €
RENAULT,Grand Scenic,2022,Essence,Automatique,TCe 160 EDC Executive,32 990 €
